experiment,layers,dropout_rate,activation,timesteps,batch_size,filters,kernel_size,pool_size,epochs,mae_blind,rmse_blind,loss,mae,rmse,loss,mae,rmse,train_time
268,1,0.5,relu,14,20,32,5,2,25,0.1710396558046341,0.1981991082429886,0.042864419519901276,0.031155432884891827,0.04332495480775833,[[0.25761516]],[[0.18724415]],[[0.26038298]],16.359008312225342
269,1,0.5,relu,14,20,32,6,1,25,0.17363037168979645,0.19844841957092285,0.043913998951514564,0.03240036033093929,0.044352058321237564,[[0.26392313]],[[0.19472617]],[[0.26655587]],14.817514657974243
270,1,0.5,relu,14,20,32,6,2,25,0.1805335134267807,0.2063468098640442,0.04416474079092344,0.032229491819938026,0.044625320782264076,[[0.26543009]],[[0.19369925]],[[0.26819818]],16.820451021194458
271,1,0.5,relu,14,20,64,4,1,25,0.22594775259494781,0.24785251915454865,0.048260911057392754,0.03723437711596489,0.04879839469989141,[[0.29004808]],[[0.22377861]],[[0.29327835]],16.42976975440979
272,1,0.5,relu,14,20,64,4,2,25,0.19230882823467255,0.21558748185634613,0.04527352377772331,0.03372731556495031,0.04578751449783643,[[0.27209388]],[[0.20270117]],[[0.27518296]],14.708266735076904
273,1,0.5,relu,14,20,64,5,1,25,0.23561222851276398,0.2568778991699219,0.049304054429133735,0.038386523723602295,0.04978069414695104,[[0.29631737]],[[0.23070301]],[[0.29918197]],18.08156180381775
274,1,0.5,relu,14,20,64,5,2,25,0.18758679926395416,0.21013899147510529,0.043342225253582,0.03192343128224214,0.04389830554525057,[[0.26048677]],[[0.19185982]],[[0.26382882]],17.276756286621094
275,1,0.5,relu,14,20,64,6,1,25,0.23720525205135345,0.25827619433403015,0.0490171971420447,0.03820606631537279,0.04951134448250135,[[0.29459335]],[[0.22961846]],[[0.29756318]],14.251097679138184
276,1,0.5,relu,14,20,64,6,2,25,0.19167299568653107,0.21441078186035156,0.04475575809677442,0.0333394818007946,0.04529135301709175,[[0.26898211]],[[0.20037029]],[[0.27220103]],16.55286192893982
277,1,0.5,relu,14,30,32,4,1,25,0.19859345257282257,0.22159874439239502,0.04642317071557045,0.033740739027659096,0.04706205427646637,[[0.27900326]],[[0.20278184]],[[0.28284295]],12.705210447311401
278,1,0.5,relu,14,30,32,4,2,25,0.16841839253902435,0.19268745183944702,0.04224430645505587,0.029829646771152813,0.04288685197631518,[[0.25388828]],[[0.17927618]],[[0.25774998]],13.857494354248047
279,1,0.5,relu,14,30,32,5,1,25,0.19229529798030853,0.21369695663452148,0.04353860765695572,0.03132405628760656,0.04417062302430471,[[0.26166703]],[[0.18825758]],[[0.26546544]],14.28405213356018
280,1,0.5,relu,14,30,32,5,2,25,0.17337989807128906,0.19852674007415771,0.0412962573270003,0.029122925053040188,0.04195598637064298,[[0.24819051]],[[0.17502878]],[[0.25215548]],12.825756788253784
281,1,0.5,relu,14,30,32,6,1,25,0.1867070198059082,0.20827507972717285,0.04436934242645899,0.031887476022044815,0.04497299715876579,[[0.26665975]],[[0.19164373]],[[0.27028771]],12.803221225738525
282,1,0.5,relu,14,30,32,6,2,25,0.17606079578399658,0.2005491703748703,0.04253798102339109,0.030357804770270985,0.04318153113126755,[[0.25565327]],[[0.18245041]],[[0.259521]],12.961272954940796
283,1,0.5,relu,14,30,64,4,1,25,0.23426078259944916,0.2555059492588043,0.050534081955750786,0.039757544795672096,0.051109603295723595,[[0.30370983]],[[0.23894284]],[[0.30716872]],13.58928656578064
284,1,0.5,relu,14,30,64,4,2,25,0.17967911064624786,0.20247304439544678,0.04296798879901568,0.030238430326183636,0.04360751807689667,[[0.25823761]],[[0.18173297]],[[0.26208118]],13.141940355300903
285,1,0.5,relu,14,30,64,5,1,25,0.17940866947174072,0.2022802233695984,0.04218637322386106,0.030196574206153553,0.04278165474534035,[[0.2535401]],[[0.18148141]],[[0.25711775]],14.185615301132202
286,1,0.5,relu,14,30,64,5,2,25,0.1830485314130783,0.20561830699443817,0.04213361069560051,0.02946048912902673,0.042797841131687164,[[0.253223]],[[0.17705754]],[[0.25721503]],14.519168138504028
287,1,0.5,relu,14,30,64,6,1,25,0.1964349001646042,0.2193535417318344,0.04502554113666216,0.03364253727098306,0.04556486879785856,[[0.2706035]],[[0.20219165]],[[0.27384486]],13.802550792694092
288,1,0.5,relu,14,30,64,6,2,25,0.1793719083070755,0.20265837013721466,0.042466528713703156,0.029761934652924538,0.04313277080655098,[[0.25522384]],[[0.17886923]],[[0.25922795]],13.023606538772583
289,1,0.5,relu,21,10,32,4,1,25,0.2467341274023056,0.27181968092918396,0.05327283466855685,0.04028276478250822,0.05275488272309303,[[0.32016974]],[[0.24209942]],[[0.31705685]],21.183627128601074
290,1,0.5,relu,21,10,32,4,2,25,0.2424154430627823,0.26783278584480286,0.05387844890356064,0.04099959880113602,0.05331919342279434,[[0.32380948]],[[0.24640759]],[[0.32044835]],25.265727758407593
291,1,0.5,relu,21,10,32,5,1,25,0.2221957892179489,0.24697552621364594,0.05321563904484113,0.040462652842203774,0.05241727332274119,[[0.31982599]],[[0.24318054]],[[0.31502781]],25.478074550628662
292,1,0.5,relu,21,10,32,5,2,25,0.20617763698101044,0.2305922508239746,0.05217963953812917,0.0390553151567777,0.05145450557271639,[[0.31359963]],[[0.23472244]],[[0.30924158]],20.929251670837402
293,1,0.5,relu,21,10,32,6,1,25,0.23767100274562836,0.2620691657066345,0.055103338013092674,0.04217794661720594,0.05441152180234591,[[0.33117106]],[[0.25348946]],[[0.32701325]],24.73256802558899
294,1,0.5,relu,21,10,32,6,2,25,0.20764918625354767,0.23208676278591156,0.052511888245741524,0.039407890290021896,0.051780954003334045,[[0.31559645]],[[0.23684142]],[[0.31120353]],19.562216758728027
295,1,0.5,relu,21,10,64,4,1,25,0.24927453696727753,0.2730989456176758,0.05311913167436918,0.03933851048350334,0.052568272997935615,[[0.31924598]],[[0.23642445]],[[0.31593532]],20.385178804397583
296,1,0.5,relu,21,10,64,4,2,25,0.25237444043159485,0.2760273218154907,0.05441205700238546,0.04095285882552465,0.05375126997629801,[[0.32701646]],[[0.24612668]],[[0.32304513]],21.030503511428833
297,1,0.5,relu,21,10,64,5,1,25,0.21354611217975616,0.23616527020931244,0.05229125047723452,0.03839937783777714,0.05154613902171453,[[0.31427042]],[[0.23078026]],[[0.3097923]],19.199376821517944
298,1,0.5,relu,21,10,64,5,2,25,0.2679831087589264,0.291447252035141,0.05580716704328855,0.04241355756918589,0.055253345519304276,[[0.33540107]],[[0.25490548]],[[0.33207261]],20.243425607681274
299,1,0.5,relu,21,10,64,6,1,25,0.22770483791828156,0.2509184181690216,0.05314029132326444,0.03955716329316298,0.05241676792502403,[[0.31937315]],[[0.23773855]],[[0.31502478]],24.755934715270996
300,1,0.5,relu,21,10,64,6,2,25,0.26961052417755127,0.2923966944217682,0.055578235536813736,0.04212826490402222,0.05505538607637087,[[0.3340252]],[[0.25319087]],[[0.33088287]],22.140198707580566
301,1,0.5,relu,21,20,32,4,1,25,0.213550865650177,0.2396266609430313,0.046765568355719246,0.03335251472890377,0.046377237886190414,[[0.28106107]],[[0.20044861]],[[0.2787272]],16.61336398124695
302,1,0.5,relu,21,20,32,4,2,25,0.17536628246307373,0.20371001958847046,0.04588196550806364,0.03240100294351578,0.04543081050117811,[[0.27575061]],[[0.19473003]],[[0.27303917]],16.52691912651062
303,1,0.5,relu,21,20,32,5,1,25,0.18934015929698944,0.2157384157180786,0.04446570078531901,0.030838611846168835,0.04407096033294996,[[0.26723886]],[[0.18534006]],[[0.26486647]],14.500205993652344
304,1,0.5,relu,21,20,32,5,2,25,0.1837569922208786,0.21111635863780975,0.04626865188280741,0.0327927911033233,0.04583974927663803,[[0.2780746]],[[0.19708467]],[[0.27549689]],15.460402727127075
305,1,0.5,relu,21,20,32,6,1,25,0.1869841367006302,0.2130497694015503,0.04562228793899218,0.032118831450740494,0.045080273101727165,[[0.27418995]],[[0.19303418]],[[0.27093244]],14.779085636138916
306,1,0.5,relu,21,20,32,6,2,25,0.18304018676280975,0.20940840244293213,0.047015078365802765,0.033418756599227585,0.04650968313217163,[[0.28256062]],[[0.20084673]],[[0.2795232]],16.312880992889404
307,1,0.5,relu,21,20,64,4,1,25,0.2579687535762787,0.2817363739013672,0.04886396353443464,0.03524771643181642,0.048666875809431076,[[0.29367242]],[[0.21183878]],[[0.29248792]],14.58269453048706
308,1,0.5,relu,21,20,64,4,2,25,0.22005943953990936,0.24423670768737793,0.0467728686829408,0.03330297830204169,0.04642818495631218,[[0.28110494]],[[0.2001509]],[[0.27903339]],17.15612006187439
309,1,0.5,relu,21,20,64,5,1,25,0.24144943058490753,0.26454952359199524,0.048402624825636544,0.03447012851635615,0.047996041675408684,[[0.29089978]],[[0.20716547]],[[0.28845621]],15.139619827270508
310,1,0.5,relu,21,20,64,5,2,25,0.22515968978405,0.24917583167552948,0.04954895501335462,0.036717752615610756,0.049217638870080314,[[0.29778922]],[[0.22067369]],[[0.29579801]],13.677356243133545
311,1,0.5,relu,21,20,64,6,1,25,0.2498432844877243,0.27253320813179016,0.04966368277867635,0.03586727815369765,0.04925596589843432,[[0.29847873]],[[0.21556234]],[[0.29602836]],14.215352773666382
312,1,0.5,relu,21,20,64,6,2,25,0.22689013183116913,0.24927711486816406,0.04766412824392319,0.03417726047337055,0.047306413451830544,[[0.28646141]],[[0.20540534]],[[0.28431154]],16.81617569923401
313,1,0.5,relu,21,30,32,4,1,25,0.20362384617328644,0.22730527818202972,0.04626707981030146,0.03281958028674126,0.045833284656206764,[[0.27806515]],[[0.19724568]],[[0.27545804]],13.250962257385254
314,1,0.5,relu,21,30,32,4,2,25,0.21435654163360596,0.23670095205307007,0.048034860442082085,0.034503490353624024,0.047591147323449455,[[0.28868951]],[[0.20736598]],[[0.2860228]],13.295166492462158
315,1,0.5,relu,21,30,32,5,1,25,0.21856658160686493,0.2461441606283188,0.04675971592466036,0.03315009114642938,0.04638754452268282,[[0.28102589]],[[0.19923205]],[[0.27878914]],12.622118711471558
316,1,0.5,relu,21,30,32,5,2,25,0.20787276327610016,0.23058974742889404,0.04665516937772433,0.03284680346647898,0.04628184189399084,[[0.28039757]],[[0.19740929]],[[0.27815387]],12.743757724761963
317,1,0.5,relu,21,30,32,6,1,25,0.20293571054935455,0.2278953343629837,0.0450436236957709,0.03121793766816457,0.04465357959270477,[[0.27071218]],[[0.18761981]],[[0.26836801]],13.292553424835205
318,1,0.5,relu,21,30,32,6,2,25,0.21078963577747345,0.23347246646881104,0.048294875770807266,0.034590872625509896,0.04780764629443487,[[0.2902522]],[[0.20789114]],[[0.28732395]],13.267361164093018
319,1,0.5,relu,21,30,64,4,1,25,0.2032037228345871,0.22752642631530762,0.04720638568202654,0.033320628106594086,0.046830100317796074,[[0.28371038]],[[0.20025697]],[[0.2814489]],13.572874784469604
320,1,0.5,relu,21,30,64,4,2,25,0.16673123836517334,0.19461633265018463,0.0427120936413606,0.028567600374420483,0.042303115129470825,[[0.25669968]],[[0.17169128]],[[0.25424172]],14.008410692214966
321,1,0.5,relu,21,30,64,5,1,25,0.22073417901992798,0.24504709243774414,0.05086382602651914,0.03717723612984022,0.05033406366904577,[[0.30569159]],[[0.22343519]],[[0.30250772]],13.164759397506714
322,1,0.5,relu,21,30,64,5,2,25,0.21091032028198242,0.23580394685268402,0.050661273300647736,0.03722288149098555,0.05013639355699221,[[0.30447425]],[[0.22370952]],[[0.30131973]],12.805765628814697
323,1,0.5,relu,21,30,64,6,1,25,0.18881440162658691,0.21591944992542267,0.044873740524053574,0.030928514897823334,0.044661570340394974,[[0.26969118]],[[0.18588037]],[[0.26841604]],13.87572717666626
324,1,0.5,relu,21,30,64,6,2,25,0.20933115482330322,0.23457324504852295,0.04875424007574717,0.03508830443024635,0.04838326697548231,[[0.29301298]],[[0.21088071]],[[0.29078343]],12.88379192352295
325,1,0.5,tanh,7,10,32,4,1,25,0.19853109121322632,0.2234019637107849,0.045425442357858024,0.034149058163166046,0.0457802377641201,[[0.27300691]],[[0.20523584]],[[0.27513923]],21.881001710891724
326,1,0.5,tanh,7,10,32,4,2,25,0.19658415019512177,0.22137193381786346,0.046370018273591995,0.035016003996133804,0.046716026961803436,[[0.27868381]],[[0.21044618]],[[0.28076332]],25.43801784515381
327,1,0.5,tanh,7,10,32,5,1,25,0.20369385182857513,0.22827482223510742,0.04717197145024935,0.03589757593969504,0.047472190111875534,[[0.28350355]],[[0.21574443]],[[0.28530786]],24.536734342575073
328,1,0.5,tanh,7,10,32,5,2,25,0.19559812545776367,0.21904724836349487,0.049474199612935386,0.038094960153102875,0.049710304786761604,[[0.29733994]],[[0.22895071]],[[0.29875893]],20.571779489517212
329,1,0.5,tanh,7,10,32,6,1,25,0.20609958469867706,0.23102430999279022,0.04698701202869415,0.03571769533058008,0.04731432845195135,[[0.28239194]],[[0.21466335]],[[0.28435911]],19.568523645401
330,1,0.5,tanh,7,10,32,6,2,25,0.20495079457759857,0.22892923653125763,0.047922052443027496,0.03659455602367719,0.048238915701707206,[[0.28801154]],[[0.21993328]],[[0.28991588]],24.548847436904907
331,1,0.5,tanh,7,10,64,4,1,25,0.16828860342502594,0.1900443583726883,0.044506351153055825,0.03241153061389923,0.04497737189133962,[[0.26748317]],[[0.1947933]],[[0.27031401]],26.30866551399231
332,1,0.5,tanh,7,10,64,4,2,25,0.16375680267810822,0.1888893097639084,0.043386499087015785,0.03155984543263912,0.043767329305410385,[[0.26075286]],[[0.18967467]],[[0.26304165]],25.754305839538574
333,1,0.5,tanh,7,10,64,5,1,25,0.17084752023220062,0.19257812201976776,0.04512998772164186,0.03307835136850675,0.0455731526017189,[[0.27123123]],[[0.19880089]],[[0.27389465]],25.67558264732361
334,1,0.5,tanh,7,10,64,5,2,25,0.1741001456975937,0.1993425041437149,0.04630823681751887,0.03493808085719744,0.046572696417570114,[[0.2783125]],[[0.20997787]],[[0.27990191]],24.55481219291687
335,1,0.5,tanh,7,10,64,6,1,25,0.17559628188610077,0.2013988345861435,0.04377469296256701,0.03191677232583364,0.044177282601594925,[[0.2630859]],[[0.1918198]],[[0.26550547]],24.078818321228027
336,1,0.5,tanh,7,10,64,6,2,25,0.17348222434520721,0.19956368207931519,0.04432100678483645,0.0329902209341526,0.04465286433696747,[[0.26636925]],[[0.19827123]],[[0.26836371]],25.7714626789093
337,1,0.5,tanh,7,20,32,4,1,25,0.16485019028186798,0.18635344505310059,0.04173932100335757,0.030222116659084957,0.04218012342850367,[[0.25085332]],[[0.18163492]],[[0.25350254]],15.467394351959229
338,1,0.5,tanh,7,20,32,4,2,25,0.16440944373607635,0.18710200488567352,0.04182569185892741,0.029671552901466686,0.042361305405696235,[[0.25137241]],[[0.17832603]],[[0.25459145]],15.394009113311768
339,1,0.5,tanh,7,20,32,5,1,25,0.1631583571434021,0.1871374398469925,0.041452097396055855,0.029568259914716084,0.04193617030978203,[[0.24912711]],[[0.17770524]],[[0.25203638]],16.743541717529297
340,1,0.5,tanh,7,20,32,5,2,25,0.17403347790241241,0.19647367298603058,0.04499290511012077,0.032548706978559494,0.04551633819937706,[[0.27040736]],[[0.19561773]],[[0.27355319]],16.460613250732422
341,1,0.5,tanh,7,20,32,6,1,25,0.1735960692167282,0.1966087371110916,0.041399650275707245,0.02950394277771314,0.041919334481159844,[[0.2488119]],[[0.1773187]],[[0.2519352]],17.341869115829468
342,1,0.5,tanh,7,20,32,6,2,25,0.17108875513076782,0.1924125701189041,0.042744300017754235,0.030576099331180256,0.04326645533243815,[[0.25689324]],[[0.18376236]],[[0.2600314]],17.54247212409973
343,1,0.5,tanh,7,20,64,4,1,25,0.20184464752674103,0.22698844969272614,0.04329517980416616,0.03207397026320299,0.0437766487399737,[[0.26020403]],[[0.19276456]],[[0.26309766]],16.583080768585205
344,1,0.5,tanh,7,20,64,4,2,25,0.20643466711044312,0.23141276836395264,0.04488742724061012,0.03364615887403488,0.04536725456515948,[[0.26977344]],[[0.20221341]],[[0.2726572]],16.769599437713623
345,1,0.5,tanh,7,20,64,5,1,25,0.2183058112859726,0.24449706077575684,0.044634548326333366,0.03342841441432635,0.04514600212375323,[[0.26825364]],[[0.20090477]],[[0.27132747]],16.96958017349243
346,1,0.5,tanh,7,20,64,5,2,25,0.18683640658855438,0.21033388376235962,0.04531594490011533,0.033139269798994064,0.04582258562246958,[[0.27234883]],[[0.19916701]],[[0.27539374]],15.40876841545105
347,1,0.5,tanh,7,20,64,6,1,25,0.21235589683055878,0.23854677379131317,0.045111820101737976,0.033937448635697365,0.04560075327754021,[[0.27112204]],[[0.20396407]],[[0.27406053]],14.57379150390625
348,1,0.5,tanh,7,20,64,6,2,25,0.1830536276102066,0.20651324093341827,0.04283566400408745,0.030773287639021873,0.04338532562057177,[[0.25744234]],[[0.18494746]],[[0.26074581]],15.007780075073242
349,1,0.5,tanh,7,30,32,4,1,25,0.15139053761959076,0.17480115592479706,0.04177962988615036,0.030185755342245102,0.04215245942274729,[[0.25109558]],[[0.18141639]],[[0.25333628]],13.153701066970825
350,1,0.5,tanh,7,30,32,4,2,25,0.14344394207000732,0.16908104717731476,0.041281948486963906,0.029327971239884693,0.04173467432459196,[[0.24810451]],[[0.17626111]],[[0.25082539]],13.383295059204102
351,1,0.5,tanh,7,30,32,5,1,25,0.14838546514511108,0.17328743636608124,0.04099640933175882,0.02935991312066714,0.04141148552298546,[[0.24638842]],[[0.17645308]],[[0.24888303]],13.544275999069214
352,1,0.5,tanh,7,30,32,5,2,25,0.1875995397567749,0.2113589197397232,0.04779719809691111,0.036033021907011666,0.04819768418868383,[[0.28726116]],[[0.21655846]],[[0.28966808]],12.8170645236969
353,1,0.5,tanh,7,30,32,6,1,25,0.1481724977493286,0.17381267249584198,0.040630980705221496,0.029018312692642212,0.04107195883989334,[[0.24419219]],[[0.17440006]],[[0.24684247]],13.447333097457886
354,1,0.5,tanh,7,30,32,6,2,25,0.18353043496608734,0.20711244642734528,0.045386491964260735,0.03403290609518687,0.04578232392668724,[[0.27277282]],[[0.20453777]],[[0.27515177]],12.418593645095825
355,1,0.5,tanh,7,30,64,4,1,25,0.17625300586223602,0.20177148282527924,0.04004856447378794,0.02816552979250749,0.04055191452304522,[[0.24069187]],[[0.16927483]],[[0.24371701]],13.859796285629272
356,1,0.5,tanh,7,30,64,4,2,25,0.1659518927335739,0.19164079427719116,0.03957820807894071,0.027305185173948605,0.04015408083796501,[[0.23786503]],[[0.16410416]],[[0.24132603]],13.496387481689453
357,1,0.5,tanh,7,30,64,5,1,25,0.17152070999145508,0.19910603761672974,0.03966795156399409,0.027645418420433998,0.04020876934130987,[[0.23840439]],[[0.16614896]],[[0.2416547]],13.720292329788208
358,1,0.5,tanh,7,30,64,5,2,25,0.1728074997663498,0.19769354164600372,0.042127612978219986,0.029824935520688694,0.042716109504302345,[[0.25318695]],[[0.17924786]],[[0.25672382]],12.588234901428223
359,1,0.5,tanh,7,30,64,6,1,25,0.1719975620508194,0.19928938150405884,0.03982532893617948,0.02773763674000899,0.04038470114270846,[[0.23935023]],[[0.1667032]],[[0.24271205]],12.562867641448975
360,1,0.5,tanh,7,30,64,6,2,25,0.17233292758464813,0.1966935247182846,0.04020279770096143,0.028076276804010075,0.040785315136114754,[[0.24161881]],[[0.16873842]],[[0.24511974]],14.672740936279297
361,1,0.5,tanh,14,10,32,4,1,25,0.204654261469841,0.22937114536762238,0.04559691001971563,0.03415529429912567,0.046089390913645424,[[0.27403743]],[[0.20527332]],[[0.27699724]],27.223054885864258
362,1,0.5,tanh,14,10,32,4,2,25,0.1929592341184616,0.21669192612171173,0.047983900954325996,0.036667692785461746,0.048360127955675125,[[0.28838324]],[[0.22037283]],[[0.29064437]],18.92517375946045
363,1,0.5,tanh,14,10,32,5,1,25,0.20872999727725983,0.23286987841129303,0.04639675716559092,0.03509410781164964,0.04684887702266375,[[0.27884451]],[[0.21091559]],[[0.28156175]],20.49429678916931
364,1,0.5,tanh,14,10,32,5,2,25,0.1998813897371292,0.2238062620162964,0.04778605575362841,0.0365497674793005,0.0481453463435173,[[0.2871942]],[[0.2196641]],[[0.28935353]],25.774971961975098
365,1,0.5,tanh,14,10,32,6,1,25,0.2017696350812912,0.22614474594593048,0.047473439325888954,0.03611569292843342,0.04784618069728216,[[0.28531537]],[[0.21705531]],[[0.28755555]],24.874555587768555
366,1,0.5,tanh,14,10,32,6,2,25,0.20025169849395752,0.22405047714710236,0.05011053880055746,0.03897023138900598,0.05040689433614413,[[0.30116434]],[[0.23421109]],[[0.30294543]],19.015263557434082
367,1,0.5,tanh,14,10,64,4,1,25,0.1811739057302475,0.20576196908950806,0.04986972361803055,0.03899219073355198,0.050336435437202454,[[0.29971704]],[[0.23434307]],[[0.30252198]],25.632726192474365
368,1,0.5,tanh,14,10,64,4,2,25,0.1824064701795578,0.20602673292160034,0.04976344356934229,0.038255851715803146,0.05010616406798363,[[0.2990783]],[[0.22991767]],[[0.30113805]],20.556004285812378
369,1,0.5,tanh,14,10,64,5,1,25,0.17767424881458282,0.20275531709194183,0.05102930963039398,0.040030721575021744,0.05140370378891627,[[0.30668615]],[[0.24058464]],[[0.30893626]],19.32465124130249
370,1,0.5,tanh,14,10,64,5,2,25,0.17975260317325592,0.20250852406024933,0.050494647274414696,0.039516214902202286,0.050873737782239914,[[0.30347283]],[[0.23749245]],[[0.30575116]],19.439539909362793
371,1,0.5,tanh,14,10,64,6,1,25,0.17793725430965424,0.20210881531238556,0.051614890495936074,0.040576849753657974,0.05197633678714434,[[0.31020549]],[[0.24386687]],[[0.31237778]],24.872146368026733
372,1,0.5,tanh,14,10,64,6,2,25,0.1805487871170044,0.2040327787399292,0.04984503239393234,0.03846582894523939,0.05012960856159528,[[0.29956864]],[[0.23117963]],[[0.30127895]],24.39426302909851
373,1,0.5,tanh,14,20,32,4,1,25,0.20505891740322113,0.2293185591697693,0.04612791414062182,0.035074726988871895,0.04667705918351809,[[0.27722876]],[[0.21079911]],[[0.28052913]],17.004430532455444
374,1,0.5,tanh,14,20,32,4,2,25,0.16449038684368134,0.18941402435302734,0.04386948545773824,0.032425773640473686,0.044367413967847824,[[0.26365561]],[[0.1948789]],[[0.26664816]],15.187849998474121
375,1,0.5,tanh,14,20,32,5,1,25,0.20006532967090607,0.22334225475788116,0.04509066169460615,0.03403682137529055,0.04562371348341306,[[0.27099488]],[[0.2045613]],[[0.27419852]],17.282719373703003
376,1,0.5,tanh,14,20,32,5,2,25,0.17404025793075562,0.19956064224243164,0.04383991286158562,0.03265056014060974,0.04427984605232874,[[0.26347788]],[[0.19622987]],[[0.26612187]],14.133559465408325
377,1,0.5,tanh,14,20,32,6,1,25,0.20111292600631714,0.22304785251617432,0.044559597969055176,0.033480286598205566,0.04507501547535261,[[0.26780318]],[[0.20121652]],[[0.27090084]],14.56993293762207
378,1,0.5,tanh,14,20,32,6,2,25,0.1756093055009842,0.20074407756328583,0.04451881473263105,0.03326076020797094,0.04492997626463572,[[0.26755808]],[[0.19989717]],[[0.27002916]],15.55203652381897
379,1,0.5,tanh,14,20,64,4,1,25,0.17226088047027588,0.19752518832683563,0.04522719606757164,0.03367662367721399,0.04586519549290339,[[0.27181545]],[[0.20239651]],[[0.27564982]],14.914923906326294
380,1,0.5,tanh,14,20,64,4,2,25,0.2121395319700241,0.23376326262950897,0.04829188187917074,0.03730501731236776,0.048800540467103325,[[0.29023421]],[[0.22420315]],[[0.29329125]],15.33089804649353
381,1,0.5,tanh,14,20,64,5,1,25,0.185629203915596,0.2104814052581787,0.04814025014638901,0.03658355213701725,0.04878689100344976,[[0.2893229]],[[0.21986715]],[[0.29320921]],16.81971526145935
382,1,0.5,tanh,14,20,64,5,2,25,0.208559051156044,0.2310042828321457,0.044311062743266426,0.03323677865167459,0.04489488775531451,[[0.26630949]],[[0.19975304]],[[0.26981828]],14.84680461883545
383,1,0.5,tanh,14,20,64,6,1,25,0.17529268562793732,0.19708333909511566,0.044949024294813476,0.03335680067539215,0.045512549579143524,[[0.27014364]],[[0.20047437]],[[0.27353042]],14.638586521148682
384,1,0.5,tanh,14,20,64,6,2,25,0.2053671032190323,0.22738611698150635,0.04715391496817271,0.035908330231904984,0.04765441144506136,[[0.28339503]],[[0.21580906]],[[0.28640301]],16.550514936447144
385,1,0.5,tanh,14,30,32,4,1,25,0.23926930129528046,0.26010438799858093,0.052291546016931534,0.04032674431800842,0.0529060997068882,[[0.31427219]],[[0.24236373]],[[0.31796566]],13.801161527633667
386,1,0.5,tanh,14,30,32,4,2,25,0.18596325814723969,0.20741838216781616,0.0449384351571401,0.03263173314432303,0.04559176911910375,[[0.27008]],[[0.19611672]],[[0.27400653]],13.165795803070068
387,1,0.5,tanh,14,30,32,5,1,25,0.20193080604076385,0.22211050987243652,0.04473579550782839,0.032583298782507576,0.04540706425905228,[[0.26886213]],[[0.19582563]],[[0.27289646]],12.95763635635376
388,1,0.5,tanh,14,30,32,5,2,25,0.18181760609149933,0.2041519433259964,0.042914751917123795,0.030772220343351364,0.043571447332700096,[[0.25791766]],[[0.18494104]],[[0.2618644]],13.220162868499756
389,1,0.5,tanh,14,30,32,6,1,25,0.1999536007642746,0.22107529640197754,0.04451839129130045,0.03246167923013369,0.04518329227964083,[[0.26755553]],[[0.19509469]],[[0.27155159]],13.245313882827759
390,1,0.5,tanh,14,30,32,6,2,25,0.18181662261486053,0.20442162454128265,0.04371657222509384,0.03160714296003183,0.0443394643565019,[[0.2627366]],[[0.18995893]],[[0.26648018]],13.616826295852661
391,1,0.5,tanh,14,30,64,4,1,25,0.3156757652759552,0.3361605107784271,0.05963190024097761,0.04985947348177433,0.06010523935159048,[[0.35838772]],[[0.29965544]],[[0.36123249]],12.682738065719604
392,1,0.5,tanh,14,30,64,4,2,25,0.22450751066207886,0.24622714519500732,0.05278616522749265,0.04258271927634875,0.05310648183027903,[[0.31724485]],[[0.25592214]],[[0.31916996]],13.139561891555786
393,1,0.5,tanh,14,30,64,5,1,25,0.2783220708370209,0.29974856972694397,0.05438391367594401,0.043953641007343926,0.0549213873843352,[[0.32684732]],[[0.26416138]],[[0.33007754]],13.113874673843384
394,1,0.5,tanh,14,30,64,5,2,25,0.25555408000946045,0.2772810757160187,0.052538098146518074,0.042546710620323815,0.053029527266820274,[[0.31575397]],[[0.25570573]],[[0.31870746]],13.214550971984863
395,1,0.5,tanh,14,30,64,6,1,25,0.2746516764163971,0.29533669352531433,0.05457782497008642,0.04406129568815231,0.05510266746083895,[[0.32801273]],[[0.26480839]],[[0.33116703]],13.663313865661621
396,1,0.5,tanh,14,30,64,6,2,25,0.1702495813369751,0.19533894956111908,0.04241126899917921,0.030545778572559357,0.04297452295819918,[[0.25489173]],[[0.18358013]],[[0.25827688]],13.022429704666138
397,1,0.5,tanh,21,10,32,4,1,25,0.251441091299057,0.2749161422252655,0.051045926908651985,0.03829245828092098,0.05060228332877159,[[0.30678602]],[[0.23013767]],[[0.30411972]],21.035731554031372
398,1,0.5,tanh,21,10,32,4,2,25,0.22888554632663727,0.2529158294200897,0.049820732325315475,0.03704690436522166,0.049340054392814636,[[0.2994226]],[[0.2226519]],[[0.29653373]],20.40679907798767
399,1,0.5,tanh,21,10,32,5,1,25,0.242139533162117,0.265398770570755,0.051243361085653305,0.03842960794766744,0.05073616529504458,[[0.3079726]],[[0.23096194]],[[0.30492435]],25.688654899597168
400,1,0.5,tanh,21,10,32,5,2,25,0.20887088775634766,0.23391561210155487,0.05192277953028679,0.038927446429928146,0.05122824634114901,[[0.3120559]],[[0.23395395]],[[0.30788176]],25.34609293937683
401,1,0.5,tanh,21,10,32,6,1,25,0.24439148604869843,0.2672748565673828,0.052340218176444374,0.039613811299204826,0.05177426834901174,[[0.31456471]],[[0.23807901]],[[0.31116335]],19.226518392562866
