experiment,layers,neurons,dropout_rate,activation,timesteps,batch_size,epochs,mae_blind,rmse_blind,loss,mae,rmse,loss,mae,rmse,train_time
138,2,32,0.5,tanh,7,30,50,0.16573119163513184,0.1896999329328537,0.03990323096513748,0.02766346683104833,0.04056353121995926,[[0.23981842]],[[0.16625744]],[[0.24378682]],34.25403165817261
139,2,32,0.5,tanh,14,10,50,0.17061114311218262,0.1940193921327591,0.04033734214802583,0.02828846437235673,0.04107555995384852,[[0.24242743]],[[0.17001367]],[[0.24686412]],55.943684101104736
140,2,32,0.5,tanh,14,20,50,0.17606483399868011,0.2008080929517746,0.03920096966127554,0.027249644200007122,0.03996531913677851,[[0.23559783]],[[0.16377036]],[[0.24019157]],52.77500891685486
141,2,32,0.5,tanh,14,30,50,0.21687257289886475,0.23763912916183472,0.04474718992908796,0.03253826561073462,0.04548561324675878,[[0.26893061]],[[0.19555498]],[[0.27336854]],40.271135568618774
142,2,32,0.5,tanh,21,10,50,0.17619681358337402,0.20016039907932281,0.04318981493512789,0.029597893978158634,0.04287926976879438,[[0.25957079]],[[0.17788334]],[[0.25770441]],61.582112312316895
143,2,32,0.5,tanh,21,20,50,0.2081301063299179,0.23022831976413727,0.04434347773591677,0.030492329349120457,0.04408337672551473,[[0.2665043]],[[0.1832589]],[[0.26494109]],53.06699776649475
144,2,32,0.5,tanh,21,30,50,0.17109449207782745,0.19584335386753082,0.042114979277054466,0.028235751514633495,0.04178088530898094,[[0.25311103]],[[0.16969687]],[[0.25110312]],40.8014862537384
145,2,64,0.0,relu,7,10,50,0.1595747321844101,0.18526434898376465,0.039205470432837806,0.027766000479459763,0.03978130221366882,[[0.23562488]],[[0.16687366]],[[0.23908563]],62.66382837295532
146,2,64,0.0,relu,7,20,50,0.1662577986717224,0.19028490781784058,0.03860378203292688,0.026601389050483704,0.039283440758784614,[[0.23200873]],[[0.15987435]],[[0.23609348]],38.08390736579895
147,2,64,0.0,relu,7,30,50,0.19313542544841766,0.21799854934215546,0.04202245672543844,0.029897332812349003,0.04268579060832659,[[0.25255496]],[[0.17968297]],[[0.2565416]],36.5372269153595
148,2,64,0.0,relu,14,10,50,0.1847192794084549,0.21076653897762299,0.040922572215398155,0.029758963733911514,0.04158986980716387,[[0.24594466]],[[0.17885137]],[[0.24995512]],61.620450019836426
149,2,64,0.0,relu,14,20,50,0.1788657158613205,0.2058817744255066,0.03984034682313601,0.028325505554676056,0.04054966941475868,[[0.23944048]],[[0.17023629]],[[0.24370351]],39.98289465904236
150,2,64,0.0,relu,14,30,50,0.17521357536315918,0.19999830424785614,0.03812332823872566,0.02567603997886181,0.03897740691900253,[[0.2291212]],[[0.154313]],[[0.23425422]],33.679407358169556
151,2,64,0.0,relu,21,10,50,0.17500823736190796,0.20234669744968414,0.04270195091764132,0.0295540156463782,0.042337607592344284,[[0.25663873]],[[0.17761963]],[[0.25444902]],86.15523338317871
152,2,64,0.0,relu,21,20,50,0.19924302399158478,0.22414040565490723,0.04326107228795687,0.02969862086077531,0.04301680251955986,[[0.25999904]],[[0.17848871]],[[0.25853098]],49.62677264213562
153,2,64,0.0,relu,21,30,50,0.19167648255825043,0.21557378768920898,0.040596780056754746,0.026508009061217308,0.040435852482914925,[[0.24398665]],[[0.15931313]],[[0.24301947]],37.71751093864441
154,2,64,0.0,tanh,7,10,50,0.16020327806472778,0.18466401100158691,0.039606583615144096,0.028206340968608856,0.04018119350075722,[[0.23803557]],[[0.16952011]],[[0.24148897]],62.523289918899536
155,2,64,0.0,tanh,7,20,50,0.1882556676864624,0.21240024268627167,0.04051444182793299,0.02805347057680289,0.04121256247162819,[[0.2434918]],[[0.16860136]],[[0.2476875]],50.97325372695923
156,2,64,0.0,tanh,7,30,50,0.1890551894903183,0.2127247452735901,0.041353328774372734,0.029258358602722485,0.042048972100019455,[[0.24853351]],[[0.17584274]],[[0.25271432]],35.847803831100464
157,2,64,0.0,tanh,14,10,50,0.18239770829677582,0.20873165130615234,0.04157894477248192,0.03060679944852988,0.042194489389657974,[[0.24988946]],[[0.18394686]],[[0.25358888]],54.88330602645874
158,2,64,0.0,tanh,14,20,50,0.19453857839107513,0.21883940696716309,0.040597621351480484,0.02830666055281957,0.041364528238773346,[[0.2439917]],[[0.17012303]],[[0.24860081]],38.88806080818176
159,2,64,0.0,tanh,14,30,50,0.166982039809227,0.19239933788776398,0.03990897784630457,0.02853725788493951,0.04062415783603986,[[0.23985296]],[[0.17150892]],[[0.24415119]],32.62693119049072
160,2,64,0.0,tanh,21,10,50,0.16583752632141113,0.19400839507579803,0.04249510541558266,0.029849311336874962,0.04212383056680361,[[0.25539558]],[[0.17939436]],[[0.25316422]],58.36574625968933
161,2,64,0.0,tanh,21,20,50,0.19142694771289825,0.21720756590366364,0.042043780287106834,0.028402982279658318,0.04183097059528033,[[0.25268312]],[[0.17070192]],[[0.25140413]],43.24508094787598
162,2,64,0.0,tanh,21,30,50,0.1794411540031433,0.20465166866779327,0.04000934585928917,0.025697312007347744,0.03981156523029009,[[0.24045617]],[[0.15444085]],[[0.23926751]],40.92774057388306
163,2,64,0.5,relu,7,10,50,0.16496068239212036,0.1884935051202774,0.04050869991381963,0.028565391277273495,0.04114498198032379,[[0.24345729]],[[0.171678]],[[0.24728134]],69.7607843875885
164,2,64,0.5,relu,7,20,50,0.16958440840244293,0.19288332760334015,0.039931061367193856,0.027440385272105534,0.0406294638911883,[[0.23998568]],[[0.16491672]],[[0.24418308]],44.36022734642029
165,2,64,0.5,relu,7,30,50,0.1521340161561966,0.17791026830673218,0.03941629702846209,0.027727797627449036,0.039947859942913055,[[0.23689195]],[[0.16664406]],[[0.24008664]],42.948301553726196
166,2,64,0.5,relu,14,10,50,0.17249040305614471,0.19617561995983124,0.04166159654657046,0.029809295510252316,0.04233599081635475,[[0.2503862]],[[0.17915387]],[[0.2544393]],81.53247785568237
167,2,64,0.5,relu,14,20,50,0.181354820728302,0.20417796075344086,0.04142905275026957,0.028917282819747925,0.042199493696292244,[[0.24898861]],[[0.17379287]],[[0.25361896]],53.138312339782715
168,2,64,0.5,relu,14,30,50,0.18723274767398834,0.209509015083313,0.040867497523625694,0.02826577238738537,0.0416793500383695,[[0.24561366]],[[0.16987729]],[[0.25049289]],40.069905281066895
169,2,64,0.5,relu,21,10,50,0.16863508522510529,0.19470374286174774,0.04592017332712809,0.03313966033359369,0.045409257213274636,[[0.27598024]],[[0.19916936]],[[0.27290964]],86.35598731040955
170,2,64,0.5,relu,21,20,50,0.20844011008739471,0.23044437170028687,0.045078794161478676,0.030994392310579617,0.04483294611175855,[[0.27092355]],[[0.1862763]],[[0.26944601]],45.71745300292969
171,2,64,0.5,relu,21,30,50,0.1802026778459549,0.2055707424879074,0.04066735878586769,0.02647509053349495,0.040467167273163795,[[0.24441083]],[[0.15911529]],[[0.24320768]],33.639657497406006
172,2,64,0.5,tanh,7,10,50,0.1688833385705948,0.19141356647014618,0.03938687158127626,0.027303258577982586,0.040103224416573845,[[0.2367151]],[[0.16409258]],[[0.24102038]],54.810680627822876
173,2,64,0.5,tanh,7,20,50,0.1752680391073227,0.19798749685287476,0.03985531503955523,0.027697912727793057,0.04049572472771009,[[0.23953044]],[[0.16646446]],[[0.24337931]],51.52456021308899
174,2,64,0.5,tanh,7,30,50,0.1511005163192749,0.17631685733795166,0.03883193122843901,0.027014536783099174,0.03942837193608284,[[0.23337991]],[[0.16235737]],[[0.23696452]],37.45307779312134
175,2,64,0.5,tanh,14,10,50,0.185965433716774,0.20939023792743683,0.04204665248592695,0.030321580668290455,0.04271518811583519,[[0.25270038]],[[0.1822327]],[[0.25671828]],57.780431270599365
176,2,64,0.5,tanh,14,20,50,0.16548211872577667,0.1900804489850998,0.041740703086058296,0.030593013390898705,0.042364563792943954,[[0.25086163]],[[0.18386401]],[[0.25461103]],48.061463832855225
177,2,64,0.5,tanh,14,30,50,0.18080836534500122,0.2049034684896469,0.03882652521133423,0.02685672293106715,0.03965582946936289,[[0.23334742]],[[0.1614089]],[[0.23833154]],40.591426372528076
178,2,64,0.5,tanh,21,10,50,0.17011523246765137,0.19566448032855988,0.04139248964687189,0.02781465711692969,0.04109903362890085,[[0.24876886]],[[0.16716609]],[[0.24700519]],83.62013983726501
179,2,64,0.5,tanh,21,20,50,0.19623827934265137,0.2187211960554123,0.042198835561672844,0.028121643389264744,0.04198933392763138,[[0.253615]],[[0.16901108]],[[0.2523559]],44.61582589149475
180,2,64,0.5,tanh,21,30,50,0.1738041639328003,0.20055681467056274,0.04000860576828321,0.025976484641432762,0.0398093294352293,[[0.24045172]],[[0.15611867]],[[0.23925407]],40.5041389465332
181,2,128,0.0,relu,7,10,50,0.15964515507221222,0.18385308980941772,0.040241249526540436,0.029059239352742832,0.04075196882088979,[[0.24184991]],[[0.17464603]],[[0.24491933]],57.579699754714966
182,2,128,0.0,relu,7,20,50,0.16818563640117645,0.1944926232099533,0.03866145387291908,0.026516001671552658,0.039298574129740395,[[0.23235534]],[[0.15936117]],[[0.23618443]],46.11619734764099
183,2,128,0.0,relu,7,30,50,0.1977786421775818,0.22218866646289825,0.04041441467901071,0.02833934749166171,0.041061686972777046,[[0.24289063]],[[0.17031948]],[[0.24678074]],37.65136981010437
184,2,128,0.0,relu,14,10,50,0.18020117282867432,0.20542527735233307,0.041490977009137474,0.030445562675595284,0.04211888959010442,[[0.24936077]],[[0.18297783]],[[0.25313453]],60.76063895225525
185,2,128,0.0,relu,14,20,50,0.18151342868804932,0.2090953141450882,0.039579262336095176,0.027751760557293892,0.04032231867313385,[[0.23787137]],[[0.16678808]],[[0.24233714]],52.335673093795776
186,2,128,0.0,relu,14,30,50,0.18009527027606964,0.20587177574634552,0.04051138833165169,0.029070912549893062,0.04121782879034678,[[0.24347344]],[[0.17471618]],[[0.24771915]],35.80852961540222
187,2,128,0.0,relu,21,10,50,0.16822433471679688,0.19693845510482788,0.04279825588067373,0.02987754779557387,0.04242782418926557,[[0.25721752]],[[0.17956406]],[[0.25499122]],82.47568321228027
188,2,128,0.0,relu,21,20,50,0.18809133768081665,0.21707747876644135,0.041922966639200844,0.028374163433909416,0.04170597344636917,[[0.25195703]],[[0.17052872]],[[0.2506529]],49.19102334976196
189,2,128,0.0,relu,21,30,50,0.2154613733291626,0.23899352550506592,0.04608080287774404,0.03265055144826571,0.045762905230124794,[[0.27694563]],[[0.19622981]],[[0.27503506]],42.09697771072388
190,2,128,0.0,tanh,7,10,50,0.16162003576755524,0.18512986600399017,0.04028732640047868,0.02898957145710786,0.04084190105398496,[[0.24212683]],[[0.17422732]],[[0.24545983]],57.730767250061035
191,2,128,0.0,tanh,7,20,50,0.17155510187149048,0.1977296620607376,0.03870898609360059,0.02644132760663827,0.03937005748351415,[[0.23264101]],[[0.15891238]],[[0.23661405]],59.34267807006836
192,2,128,0.0,tanh,7,30,50,0.17510120570659637,0.20004482567310333,0.03969556776185831,0.02751210890710354,0.040377346177895866,[[0.23857036]],[[0.16534777]],[[0.24266785]],46.823904275894165
193,2,128,0.0,tanh,14,10,50,0.17111103236675262,0.19538550078868866,0.04150123645861944,0.030566995963454247,0.042128736774126686,[[0.24942243]],[[0.18370765]],[[0.25319371]],78.37315511703491
194,2,128,0.0,tanh,14,20,50,0.18404559791088104,0.21145622432231903,0.03953568389018377,0.027381454904874165,0.040284257382154465,[[0.23760946]],[[0.16456254]],[[0.24210839]],58.423672914505005
195,2,128,0.0,tanh,14,30,50,0.18833960592746735,0.21326272189617157,0.04220204676191012,0.03104906715452671,0.04285243029395739,[[0.2536343]],[[0.18660489]],[[0.25754311]],52.054059982299805
196,2,128,0.0,tanh,21,10,50,0.16460709273815155,0.19188839197158813,0.04224023595452309,0.029366713017225266,0.04188880821069082,[[0.25386382]],[[0.17649395]],[[0.25175174]],93.34916138648987
197,2,128,0.0,tanh,21,20,50,0.20150180160999298,0.22570334374904633,0.043557051569223404,0.029750802864631016,0.04333237558603287,[[0.26177788]],[[0.17880233]],[[0.26042758]],72.70473599433899
198,2,128,0.0,tanh,21,30,50,0.19306246936321259,0.21878157556056976,0.045765227327744164,0.033982169503966965,0.04533047042787075,[[0.27504902]],[[0.20423284]],[[0.27243613]],55.058255195617676
199,2,128,0.5,relu,7,10,50,0.1591651290655136,0.18253590166568756,0.03990622920294603,0.028575030465920765,0.04049180323878924,[[0.23983644]],[[0.17173593]],[[0.24335574]],91.22445559501648
200,2,128,0.5,relu,7,20,50,0.19801752269268036,0.22076988220214844,0.04146419341365496,0.02955324078599612,0.04209128518899282,[[0.2491998]],[[0.17761498]],[[0.25296862]],64.21096301078796
201,2,128,0.5,relu,7,30,50,0.1944749802350998,0.2146977186203003,0.042256891106565796,0.029692393417159717,0.04299674307306608,[[0.25396392]],[[0.17845128]],[[0.25841043]],47.53453254699707
202,2,128,0.5,relu,14,10,50,0.18164019286632538,0.204104945063591,0.04043704209228357,0.0283293928951025,0.041213199496269226,[[0.24302662]],[[0.17025965]],[[0.24769133]],77.66658020019531
203,2,128,0.5,relu,14,20,50,0.18100480735301971,0.20615966618061066,0.03906442721684774,0.026696456596255302,0.03989624480406443,[[0.23477721]],[[0.1604457]],[[0.23977643]],52.161654472351074
204,2,128,0.5,relu,14,30,50,0.17769868671894073,0.20291288197040558,0.03859458056588968,0.026336501042048138,0.03942478075623512,[[0.23195343]],[[0.15828237]],[[0.23694293]],43.345420598983765
205,2,128,0.5,relu,21,10,50,0.17980913817882538,0.20272356271743774,0.043188270181417465,0.029574907074371975,0.04289840410153071,[[0.2595615]],[[0.17774519]],[[0.25781941]],78.93406248092651
206,2,128,0.5,relu,21,20,50,0.18042755126953125,0.20498187839984894,0.04222767924269041,0.028539365778366726,0.04198921720186869,[[0.25378835]],[[0.17152159]],[[0.2523552]],68.72370100021362
207,2,128,0.5,relu,21,30,50,0.16947679221630096,0.19664470851421356,0.04052734375,0.026741329580545425,0.0402852613478899,[[0.24356934]],[[0.16071539]],[[0.24211442]],62.65214014053345
208,2,128,0.5,tanh,7,10,50,0.15784426033496857,0.18188561499118805,0.038905141254266105,0.027054889127612114,0.039592728639642395,[[0.2338199]],[[0.16259988]],[[0.2379523]],73.04866528511047
209,2,128,0.5,tanh,7,20,50,0.16776961088180542,0.1920643299818039,0.03965571150183678,0.027792248874902725,0.04028468579053879,[[0.23833083]],[[0.16703142]],[[0.24211096]],60.33372354507446
210,2,128,0.5,tanh,7,30,50,0.17550837993621826,0.1995972841978073,0.04025739679733912,0.028174291054407757,0.04094888766606649,[[0.24194695]],[[0.16932749]],[[0.24610281]],44.23768711090088
211,2,128,0.5,tanh,14,10,50,0.16967783868312836,0.19472134113311768,0.03885220425824324,0.027160749460260075,0.03963656350970268,[[0.23350175]],[[0.1632361]],[[0.23821575]],77.3397319316864
212,2,128,0.5,tanh,14,20,50,0.20192624628543854,0.22546200454235077,0.04544571228325367,0.034778717905282974,0.0460695456713438,[[0.27312873]],[[0.20902009]],[[0.27687797]],58.41488695144653
213,2,128,0.5,tanh,14,30,50,0.17446625232696533,0.19810889661312103,0.039106067890922226,0.026688827201724052,0.0399350014825662,[[0.23502747]],[[0.16039985]],[[0.24000936]],46.79460859298706
214,2,128,0.5,tanh,21,10,50,0.18725240230560303,0.2086833268404007,0.0432918518781662,0.029644116759300232,0.04299075404802958,[[0.26018403]],[[0.17816114]],[[0.25837443]],78.01707482337952
215,2,128,0.5,tanh,21,20,50,0.1992805153131485,0.22395437955856323,0.04235562557975451,0.02851126405100028,0.04216746737559637,[[0.25455731]],[[0.1713527]],[[0.25342648]],54.936164140701294
216,2,128,0.5,tanh,21,30,50,0.19450877606868744,0.21653907001018524,0.041987866163253784,0.02803891400496165,0.04176883647839228,[[0.25234708]],[[0.16851387]],[[0.25103071]],54.88972449302673
