experiment,layers,neurons,dropout_rate,activation,timesteps,batch_size,epochs,mae_blind,rmse_blind,loss,mae,rmse,loss,mae,rmse,train_time
70,1,64,0.5,tanh,21,10,50,0.17067569494247437,0.1958335041999817,0.04073896259069443,0.026949380834897358,0.04048993873099486,[[0.24484117]],[[0.16196578]],[[0.24334453]],44.456398010253906
71,1,64,0.5,tanh,21,20,50,0.2287953644990921,0.25149938464164734,0.046549650530020394,0.03329926853378614,0.04623997459808985,[[0.2797634]],[[0.2001286]],[[0.27790225]],28.817647457122803
72,1,64,0.5,tanh,21,30,50,0.17023102939128876,0.19554126262664795,0.04129561595618725,0.027563752606511116,0.040984989454348884,[[0.24818665]],[[0.16565815]],[[0.24631979]],28.78022575378418
73,1,128,0.0,relu,7,10,50,0.16298605501651764,0.1872526854276657,0.038358185440301895,0.02658447064459324,0.03899196907877922,[[0.23053269]],[[0.15977267]],[[0.23434173]],40.21115493774414
74,1,128,0.0,relu,7,20,50,0.18396764993667603,0.2087339162826538,0.039300829793016114,0.026940508435169857,0.039970925698677696,[[0.23619799]],[[0.16191246]],[[0.24022526]],29.212459325790405
75,1,128,0.0,relu,7,30,50,0.16458159685134888,0.18939758837223053,0.03725376911461353,0.02470683492720127,0.03799636786182722,[[0.22389515]],[[0.14848808]],[[0.22835817]],24.255785703659058
76,1,128,0.0,relu,14,10,50,0.17972297966480255,0.20588958263397217,0.038939770931998886,0.02732245499889056,0.039713418732086815,[[0.23402802]],[[0.16420795]],[[0.23867765]],40.32152819633484
77,1,128,0.0,relu,14,20,50,0.18363511562347412,0.2081296443939209,0.039178904766837754,0.026763346046209335,0.03998050962885221,[[0.23546522]],[[0.16084771]],[[0.24028286]],33.2707633972168
78,1,128,0.0,relu,14,30,50,0.1869400292634964,0.21385474503040314,0.038219464321931206,0.025613553822040558,0.039067418624957405,[[0.22969898]],[[0.15393746]],[[0.23479519]],26.547353506088257
79,1,128,0.0,relu,21,10,50,0.16852764785289764,0.19640792906284332,0.0406804122030735,0.027259979397058487,0.040417611598968506,[[0.24448928]],[[0.16383248]],[[0.24290985]],53.24990200996399
80,1,128,0.0,relu,21,20,50,0.18988068401813507,0.21502982079982758,0.04144938103854656,0.027515917395551998,0.041251545771956444,[[0.24911078]],[[0.16537066]],[[0.24792179]],30.862112045288086
81,1,128,0.0,relu,21,30,50,0.1764822006225586,0.20288823544979095,0.03942086175084114,0.02503354164461295,0.03923949288825194,[[0.23691938]],[[0.15045159]],[[0.23582935]],30.044516801834106
82,1,128,0.0,tanh,7,10,50,0.15803730487823486,0.18244139850139618,0.03831269219517708,0.02655397852261861,0.03892560241123041,[[0.23025928]],[[0.15958941]],[[0.23394287]],38.268296241760254
83,1,128,0.0,tanh,7,20,50,0.19975674152374268,0.2225000113248825,0.040266395856936775,0.02799310473104318,0.040938302874565125,[[0.24200104]],[[0.16823856]],[[0.2460392]],30.6396746635437
84,1,128,0.0,tanh,7,30,50,0.16866804659366608,0.1926484853029251,0.037472675244013466,0.02490249214073022,0.03820099929968516,[[0.22521078]],[[0.14966398]],[[0.22958801]],23.49020004272461
85,1,128,0.0,tanh,14,10,50,0.17149102687835693,0.19752536714076996,0.039329305912057556,0.027866701905926067,0.04006527860959371,[[0.23636913]],[[0.16747888]],[[0.24079232]],39.622145891189575
86,1,128,0.0,tanh,14,20,50,0.19037319719791412,0.21489672362804413,0.04379201990862688,0.031761435170968376,0.04457684916754564,[[0.26319004]],[[0.19088623]],[[0.26790686]],31.057096004486084
87,1,128,0.0,tanh,14,30,50,0.17285579442977905,0.19867686927318573,0.03742448488871256,0.02484331714610259,0.03830687950054804,[[0.22492115]],[[0.14930834]],[[0.23022435]],25.06508469581604
88,1,128,0.0,tanh,21,10,50,0.16689211130142212,0.19408643245697021,0.04086099440852801,0.0276726180066665,0.04056070993343989,[[0.24557458]],[[0.16631243]],[[0.24376987]],52.69347429275513
89,1,128,0.0,tanh,21,20,50,0.19424931704998016,0.21920301020145416,0.04177598344782988,0.027964400127530098,0.04156475948790709,[[0.25107366]],[[0.16806604]],[[0.2498042]],27.36969256401062
90,1,128,0.0,tanh,21,30,50,0.17550091445446014,0.20185212790966034,0.0394021508594354,0.024900697792569797,0.03920630303521951,[[0.23680693]],[[0.14965319]],[[0.23562988]],25.532329559326172
91,1,128,0.5,relu,7,10,50,0.16563020646572113,0.18985146284103394,0.03854912084837755,0.02637015034755071,0.039263627802332245,[[0.23168022]],[[0.1584846]],[[0.2359744]],45.750083446502686
92,1,128,0.5,relu,7,20,50,0.16626669466495514,0.1902855783700943,0.03841404182215532,0.026211225738128025,0.03908989205956459,[[0.23086839]],[[0.15752947]],[[0.23493025]],28.133846282958984
93,1,128,0.5,relu,7,30,50,0.1600622683763504,0.18149025738239288,0.04054062440991402,0.029071323573589325,0.04110291848580042,[[0.24364915]],[[0.17471865]],[[0.24702854]],26.0890896320343
94,1,128,0.5,relu,14,10,50,0.16332027316093445,0.18841499090194702,0.041004043693343796,0.02990882967909177,0.04162911574045817,[[0.2464343]],[[0.17975207]],[[0.25019099]],46.56377291679382
95,1,128,0.5,relu,14,20,50,0.16461651027202606,0.19046683609485626,0.0382984671741724,0.026390879104534786,0.0390814853211244,[[0.23017379]],[[0.15860918]],[[0.23487973]],31.97488236427307
96,1,128,0.5,relu,14,30,50,0.16855745017528534,0.19214202463626862,0.03977574470142523,0.027840880677103996,0.040555390218893685,[[0.23905223]],[[0.16732369]],[[0.2437379]],26.036343336105347
97,1,128,0.5,relu,21,10,50,0.18852894008159637,0.21086333692073822,0.04358483478426933,0.03024137144287427,0.043295287837584816,[[0.26194486]],[[0.18175064]],[[0.26020468]],45.69519853591919
98,1,128,0.5,relu,21,20,50,0.17360766232013702,0.20005148649215698,0.040893307576576866,0.02741899775962035,0.04063244784871737,[[0.24576878]],[[0.16478818]],[[0.24420101]],32.4518837928772
99,1,128,0.5,relu,21,30,50,0.17690157890319824,0.20242010056972504,0.04207896627485752,0.02873090033729871,0.04177143362661203,[[0.25289459]],[[0.17267271]],[[0.25104632]],32.2057249546051
100,1,128,0.5,tanh,7,10,50,0.1684998720884323,0.19181521236896515,0.04193023964762688,0.030087169259786606,0.04247712095578512,[[0.25200074]],[[0.18082389]],[[0.2552875]],46.990724325180054
101,1,128,0.5,tanh,7,20,50,0.16354526579380035,0.1877995729446411,0.03899718262255192,0.027242410307129223,0.039634441335995994,[[0.23437307]],[[0.16372689]],[[0.23820299]],27.931785106658936
102,1,128,0.5,tanh,7,30,50,0.17016632854938507,0.1951986402273178,0.03829322196543217,0.025776486843824387,0.039004141464829445,[[0.23014226]],[[0.15491669]],[[0.23441489]],24.499944925308228
103,1,128,0.5,tanh,14,10,50,0.1837436407804489,0.20691557228565216,0.04036928340792656,0.028112558647990227,0.0411271204551061,[[0.24261939]],[[0.16895648]],[[0.24717399]],39.81101608276367
104,1,128,0.5,tanh,14,20,50,0.18009932339191437,0.20420534908771515,0.03854738858838876,0.02633221261203289,0.03935996691385905,[[0.23166981]],[[0.1582566]],[[0.2365534]],27.024675846099854
105,1,128,0.5,tanh,14,30,50,0.16746504604816437,0.19281204044818878,0.037664477402965225,0.025353134299317997,0.03853084705770016,[[0.22636351]],[[0.15237234]],[[0.23157039]],26.640504598617554
106,1,128,0.5,tanh,21,10,50,0.18309259414672852,0.20548535883426666,0.04182645368079344,0.028065933535496395,0.041557349264621735,[[0.25137699]],[[0.16867626]],[[0.24975967]],42.386630058288574
107,1,128,0.5,tanh,21,20,50,0.19191549718379974,0.21699725091457367,0.0415713886419932,0.027952132125695545,0.0413356659313043,[[0.24984405]],[[0.16799231]],[[0.24842735]],29.613712072372437
108,1,128,0.5,tanh,21,30,50,0.1955776959657669,0.21953989565372467,0.042426139737168946,0.02853526050845782,0.04215941267708937,[[0.2549811]],[[0.17149692]],[[0.25337807]],30.151694536209106
109,2,32,0.0,relu,7,10,50,0.15567688643932343,0.1811293363571167,0.03867184060315291,0.027105769142508507,0.039255366971095405,[[0.23241776]],[[0.16290567]],[[0.23592476]],65.35490489006042
110,2,32,0.0,relu,7,20,50,0.18451334536075592,0.20928406715393066,0.03995403150717417,0.027714012190699577,0.040587318440278373,[[0.24012373]],[[0.16656121]],[[0.24392978]],44.58199691772461
111,2,32,0.0,relu,7,30,50,0.15849609673023224,0.18333840370178223,0.038399143144488335,0.025881506502628326,0.03909892588853836,[[0.23077885]],[[0.15554785]],[[0.23498454]],37.926135540008545
112,2,32,0.0,relu,14,10,50,0.17550170421600342,0.201668381690979,0.03947103333969911,0.02808898687362671,0.04020582139492035,[[0.23722091]],[[0.16881481]],[[0.24163699]],60.11612343788147
113,2,32,0.0,relu,14,20,50,0.2074792981147766,0.23016159236431122,0.04066194345553716,0.02870056654016177,0.04145092392961184,[[0.24437828]],[[0.1724904]],[[0.24912005]],41.37651062011719
114,2,32,0.0,relu,14,30,50,0.1747644990682602,0.19887776672840118,0.037688479448358216,0.025226525962352753,0.03855900466442108,[[0.22650776]],[[0.15161142]],[[0.23173962]],35.826491594314575
115,2,32,0.0,relu,21,10,50,0.17165683209896088,0.1999640315771103,0.04157894477248192,0.028304416686296463,0.04124697173635165,[[0.24988946]],[[0.17010954]],[[0.2478943]],60.84025573730469
116,2,32,0.0,relu,21,20,50,0.20487408339977264,0.22910325229167938,0.04226469558974107,0.02855862242480119,0.04210513457655907,[[0.25401082]],[[0.17163732]],[[0.25305186]],41.81353712081909
117,2,32,0.0,relu,21,30,50,0.17402736842632294,0.20080335438251495,0.03950535133481026,0.025087807948390644,0.039319269359111786,[[0.23742716]],[[0.15077773]],[[0.23630881]],37.98339056968689
118,2,32,0.0,tanh,7,10,50,0.15584103763103485,0.18083763122558594,0.03903563320636749,0.027557330206036568,0.039604946970939636,[[0.23460416]],[[0.16561955]],[[0.23802573]],56.719239950180054
119,2,32,0.0,tanh,7,20,50,0.181232288479805,0.2058093547821045,0.04071614580849806,0.028612217555443447,0.04133127878109614,[[0.24470404]],[[0.17195943]],[[0.24840099]],49.214900970458984
120,2,32,0.0,tanh,7,30,50,0.16010154783725739,0.18464581668376923,0.03857397225995859,0.026093781615297,0.03927026813228925,[[0.23182957]],[[0.15682363]],[[0.23601431]],34.59501051902771
121,2,32,0.0,tanh,14,10,50,0.17503978312015533,0.2011856585741043,0.03998958567778269,0.028720522299408913,0.040699273347854614,[[0.24033741]],[[0.17261034]],[[0.24460263]],64.84843969345093
122,2,32,0.0,tanh,14,20,50,0.18833422660827637,0.21310941874980927,0.03997433309753736,0.02766992710530758,0.04074761023124059,[[0.24024574]],[[0.16629626]],[[0.24489314]],41.82380247116089
123,2,32,0.0,tanh,14,30,50,0.17620278894901276,0.2001808136701584,0.03770711086690426,0.02526878813902537,0.03858820845683416,[[0.22661974]],[[0.15186542]],[[0.23191513]],34.90721154212952
124,2,32,0.0,tanh,21,10,50,0.17086391150951385,0.19973047077655792,0.04310173665483793,0.030417004600167274,0.0426887609064579,[[0.25904144]],[[0.1828062]],[[0.25655945]],64.99121046066284
125,2,32,0.0,tanh,21,20,50,0.19338452816009521,0.21800316870212555,0.04265899583697319,0.029001061494151752,0.042415099839369454,[[0.25638056]],[[0.17429638]],[[0.25491475]],42.02613401412964
126,2,32,0.0,tanh,21,30,50,0.17666739225387573,0.2021983116865158,0.039747981975475945,0.02535697879890601,0.039554539447029434,[[0.23888537]],[[0.15239544]],[[0.23772278]],38.39267563819885
127,2,32,0.5,relu,7,10,50,0.18743179738521576,0.2105725258588791,0.05103161558508873,0.039072975516319275,0.05124670391281446,[[0.30670001]],[[0.23482858]],[[0.30799269]],66.90036630630493
128,2,32,0.5,relu,7,20,50,0.17845959961414337,0.20102278888225555,0.04130153730511665,0.02887565518418948,0.04198659583926201,[[0.24822224]],[[0.17354269]],[[0.25233944]],40.958845138549805
129,2,32,0.5,relu,7,30,50,0.1580255925655365,0.1823958307504654,0.03986832996209463,0.02754116492966811,0.04053025568524996,[[0.23960866]],[[0.1655224]],[[0.24358684]],35.9130916595459
130,2,32,0.5,relu,14,10,50,0.17418020963668823,0.19717757403850555,0.04505879680315653,0.033297246942917504,0.04561121016740799,[[0.27080337]],[[0.20011645]],[[0.27412337]],60.01220154762268
131,2,32,0.5,relu,14,20,50,0.19202522933483124,0.21420328319072723,0.04191551481684049,0.02945275294284026,0.04270306477944056,[[0.25191224]],[[0.17701105]],[[0.25664542]],41.80159091949463
132,2,32,0.5,relu,14,30,50,0.16462327539920807,0.18952570855617523,0.039519241700569786,0.02745598430434863,0.040307529270648956,[[0.23751064]],[[0.16501047]],[[0.24224825]],35.50610303878784
133,2,32,0.5,relu,21,10,50,0.18244336545467377,0.20599384605884552,0.047733619809150696,0.03436676971614361,0.04717377076546351,[[0.28687906]],[[0.20654429]],[[0.28351436]],58.42197942733765
134,2,32,0.5,relu,21,20,50,0.1983155459165573,0.22005200386047363,0.04527916138370832,0.03157139879961809,0.04489093025525411,[[0.27212776]],[[0.18974411]],[[0.26979449]],52.705881118774414
135,2,32,0.5,relu,21,30,50,0.1922583132982254,0.21467091143131256,0.043121106922626495,0.029062625020742416,0.042822866390148796,[[0.25915785]],[[0.17466638]],[[0.25736543]],42.1520254611969
136,2,32,0.5,tanh,7,10,50,0.15565021336078644,0.1807572841644287,0.03840246175726255,0.02628277676800887,0.03907385344306628,[[0.2307988]],[[0.15795949]],[[0.23483386]],66.6616382598877
137,2,32,0.5,tanh,7,20,50,0.15814977884292603,0.18184411525726318,0.04013072637220224,0.02868175009886424,0.04065349573890368,[[0.24118567]],[[0.17237732]],[[0.24432751]],43.66673231124878
