experiment,layers,neurons,dropout_rate,activation,timesteps,batch_size,epochs,mae_blind,rmse_blind,loss,mae,rmse,loss,mae,rmse,train_time
42,1,64,0.0,relu,14,30,25,0.191852405667305,0.21546156704425812,0.04245063662528992,0.03026292348901431,0.04312671100099882,[[0.25512833]],[[0.18188017]],[[0.25919153]],22.0438392162323
43,1,64,0.0,relu,21,10,25,0.19682355225086212,0.22260260581970215,0.05135000372926394,0.03796318173408508,0.050945346554120384,[[0.30861352]],[[0.22815872]],[[0.30618153]],34.94513273239136
44,1,64,0.0,relu,21,20,25,0.20931674540042877,0.232464000582695,0.04753393183151881,0.03410774655640125,0.047182408471902214,[[0.28567893]],[[0.20498756]],[[0.28356627]],27.959160327911377
45,1,64,0.0,relu,21,30,25,0.19561977684497833,0.22062289714813232,0.0444217287003994,0.030737946430842083,0.04419782757759094,[[0.26697459]],[[0.18473506]],[[0.26562894]],21.151544332504272
46,1,64,0.0,tanh,7,10,25,0.2484176605939865,0.2714303135871887,0.05418458332618078,0.04305927393337091,0.054523929953575134,[[0.32564935]],[[0.25878624]],[[0.32768882]],36.915088176727295
47,1,64,0.0,tanh,7,20,25,0.18720750510692596,0.20806260406970978,0.041551376382509865,0.029352065175771713,0.04219366485873858,[[0.24972377]],[[0.17640591]],[[0.25358393]],24.3342604637146
48,1,64,0.0,tanh,7,30,25,0.18340720236301422,0.20702624320983887,0.04123232513666153,0.028764259070158005,0.041913099586963654,[[0.24780627]],[[0.1728732]],[[0.25189773]],21.63500213623047
49,1,64,0.0,tanh,14,10,25,0.18293829262256622,0.20936401188373566,0.048011613388856254,0.03650715698798498,0.04860970750451088,[[0.2885498]],[[0.21940801]],[[0.29214434]],32.159016370773315
50,1,64,0.0,tanh,14,20,25,0.2095782309770584,0.23041731119155884,0.04448802396655083,0.03237801479796568,0.04519740864634514,[[0.26737302]],[[0.19459187]],[[0.27163643]],24.139214515686035
51,1,64,0.0,tanh,14,30,25,0.19976806640625,0.2236897498369217,0.0426303061346213,0.030360968162616093,0.04331708078583082,[[0.25620814]],[[0.18246942]],[[0.26033566]],19.7687885761261
52,1,64,0.0,tanh,21,10,25,0.18757332861423492,0.21463757753372192,0.0500752329826355,0.036580357079704605,0.049663818130890526,[[0.30095215]],[[0.21984795]],[[0.29847955]],37.051520347595215
53,1,64,0.0,tanh,21,20,25,0.20881043374538422,0.2296024113893509,0.04495290666818619,0.03128127691646417,0.04462673018376032,[[0.27016697]],[[0.18800047]],[[0.26820665]],25.461362838745117
54,1,64,0.0,tanh,21,30,25,0.20342917740345,0.2283146232366562,0.044333954652150474,0.030545111745595932,0.04415167992313703,[[0.26644707]],[[0.18357612]],[[0.2653516]],20.278976678848267
55,1,64,0.5,relu,7,10,25,0.16368189454078674,0.19016440212726593,0.04739130660891533,0.03623081060747305,0.0475812628865242,[[0.28482175]],[[0.21774717]],[[0.28596339]],35.66255021095276
56,1,64,0.5,relu,7,20,25,0.1945675164461136,0.21704064309597015,0.04326132064064344,0.031405807783206306,0.04378922780354818,[[0.26000054]],[[0.1887489]],[[0.26317326]],23.31867814064026
57,1,64,0.5,relu,7,30,25,0.18105359375476837,0.20465858280658722,0.04392885913451513,0.0325773519774278,0.04434831937154134,[[0.26401244]],[[0.19578989]],[[0.2665334]],22.06220006942749
58,1,64,0.5,relu,14,10,25,0.19145458936691284,0.21473659574985504,0.04821531226237615,0.03634427053232988,0.048621825873851776,[[0.28977403]],[[0.21842907]],[[0.29221717]],36.42539405822754
59,1,64,0.5,relu,14,20,25,0.19468523561954498,0.217416450381279,0.04265326509873072,0.030946041146914165,0.04330530886848768,[[0.25634612]],[[0.18598571]],[[0.26026491]],23.971265077590942
60,1,64,0.5,relu,14,30,25,0.20729142427444458,0.23192065954208374,0.04433363924423853,0.0330592847118775,0.04497880861163139,[[0.26644517]],[[0.1986863]],[[0.27032264]],20.02541756629944
61,1,64,0.5,relu,21,10,25,0.18292813003063202,0.208335280418396,0.05013199895620346,0.03679689019918442,0.04942364494005839,[[0.30129331]],[[0.22114931]],[[0.29703611]],36.909106492996216
62,1,64,0.5,relu,21,20,25,0.19113601744174957,0.2145472764968872,0.04547575612862905,0.031941294049223266,0.045011475682258606,[[0.27330929]],[[0.19196718]],[[0.27051897]],22.926320552825928
63,1,64,0.5,relu,21,30,25,0.17395605146884918,0.20065031945705414,0.04428609708944956,0.031022554884354275,0.043802338341871895,[[0.26615944]],[[0.18644555]],[[0.26325205]],23.251707792282104
64,1,64,0.5,tanh,7,10,25,0.1764814406633377,0.19984249770641327,0.044923207412163414,0.03417971543967724,0.04519699513912201,[[0.26998848]],[[0.20542009]],[[0.27163394]],35.603092670440674
65,1,64,0.5,tanh,7,20,25,0.19087527692317963,0.21399611234664917,0.04333133126298586,0.031291366865237556,0.04389409845074018,[[0.2604213]],[[0.18806111]],[[0.26380353]],23.10633611679077
66,1,64,0.5,tanh,7,30,25,0.20840239524841309,0.22957246005535126,0.04327963665127754,0.03127070205907027,0.04391773045063019,[[0.26011062]],[[0.18793692]],[[0.26394556]],21.124486207962036
67,1,64,0.5,tanh,14,10,25,0.19725893437862396,0.22016026079654694,0.04535689825812975,0.03446863405406475,0.04582772528131803,[[0.27259496]],[[0.20715649]],[[0.27542463]],37.801135301589966
68,1,64,0.5,tanh,14,20,25,0.21799778938293457,0.24050135910511017,0.04600707069039345,0.03412271849811077,0.04662858322262764,[[0.27650249]],[[0.20507754]],[[0.28023779]],22.75764536857605
69,1,64,0.5,tanh,14,30,25,0.18167345225811005,0.20544596016407013,0.04084801363448302,0.028887844334046047,0.04156015068292618,[[0.24549656]],[[0.17361594]],[[0.24977651]],22.49343967437744
70,1,64,0.5,tanh,21,10,25,0.2013101577758789,0.2268775850534439,0.047703380386034645,0.035186925902962685,0.04716283703843752,[[0.28669732]],[[0.21147342]],[[0.28344865]],32.48777627944946
71,1,64,0.5,tanh,21,20,25,0.21790091693401337,0.24129490554332733,0.04565175871054331,0.0323087852448225,0.045454791436592736,[[0.27436707]],[[0.1941758]],[[0.2731833]],29.09979271888733
72,1,64,0.5,tanh,21,30,25,0.18436455726623535,0.20863507688045502,0.04347675293684006,0.02980668470263481,0.043158444265524544,[[0.26129529]],[[0.17913818]],[[0.25938225]],21.298412561416626
73,1,128,0.0,relu,7,10,25,0.19696302711963654,0.22308768332004547,0.04899024963378906,0.03778709967931112,0.049465447664260864,[[0.2944314]],[[0.22710047]],[[0.29728734]],38.966416120529175
74,1,128,0.0,relu,7,20,25,0.17844241857528687,0.20046450197696686,0.041448432952165604,0.030117579425374668,0.04192568361759186,[[0.24910508]],[[0.18100665]],[[0.25197336]],23.541204929351807
75,1,128,0.0,relu,7,30,25,0.17709605395793915,0.20120377838611603,0.0408910121768713,0.028509638582666714,0.0415664737423261,[[0.24575498]],[[0.17134293]],[[0.24981451]],19.979836225509644
76,1,128,0.0,relu,14,10,25,0.20520728826522827,0.23152683675289154,0.05072761947909991,0.03977969413002332,0.05122211575508118,[[0.30487299]],[[0.23907596]],[[0.30784492]],36.17644000053406
77,1,128,0.0,relu,14,20,25,0.15939323604106903,0.18344561755657196,0.042684247717261314,0.03119184511403243,0.043333409974972405,[[0.25653233]],[[0.18746299]],[[0.26043379]],24.218027353286743
78,1,128,0.0,relu,14,30,25,0.1849612593650818,0.20954053103923798,0.04229286561409632,0.03097667545080185,0.04287269835670789,[[0.25418012]],[[0.18616982]],[[0.25766492]],22.596875429153442
79,1,128,0.0,relu,21,10,25,0.20025168359279633,0.22756598889827728,0.051707956939935684,0.03860553788642088,0.051311379919449486,[[0.31076482]],[[0.23201928]],[[0.30838139]],32.601893186569214
80,1,128,0.0,relu,21,20,25,0.21955744922161102,0.24332977831363678,0.04626528546214104,0.033903017019232116,0.045931157966454826,[[0.27805437]],[[0.20375713]],[[0.27604626]],25.311394691467285
81,1,128,0.0,relu,21,30,25,0.21204204857349396,0.2361716479063034,0.044967969258626304,0.03133062024911245,0.04477878287434578,[[0.2702575]],[[0.18829703]],[[0.26912049]],20.665065050125122
82,1,128,0.0,tanh,7,10,25,0.1927580088376999,0.2191104143857956,0.048175585766633354,0.037006220469872154,0.04868270208438238,[[0.28953527]],[[0.22240739]],[[0.29258304]],35.45509934425354
83,1,128,0.0,tanh,7,20,25,0.1730235069990158,0.19696055352687836,0.04099576734006405,0.029901500170429546,0.041438701252142586,[[0.24638456]],[[0.17970802]],[[0.24904659]],23.42388916015625
84,1,128,0.0,tanh,7,30,25,0.18294250965118408,0.20703834295272827,0.040917773420612015,0.028597234437863033,0.0415964350104332,[[0.24591582]],[[0.17186938]],[[0.24999457]],20.202091693878174
85,1,128,0.0,tanh,14,10,25,0.25417301058769226,0.2778593897819519,0.056254069010416664,0.04565419442951679,0.05660292009512583,[[0.33808695]],[[0.27438171]],[[0.34018355]],36.904009103775024
86,1,128,0.0,tanh,14,20,25,0.17479859292507172,0.2001848667860031,0.04471165748933951,0.03332788310945034,0.04540561636288961,[[0.26871706]],[[0.20030058]],[[0.27288775]],22.459054231643677
87,1,128,0.0,tanh,14,30,25,0.21366779506206512,0.23713208734989166,0.043232664465904236,0.031007422755161922,0.04390392576654752,[[0.25982831]],[[0.18635461]],[[0.26386259]],21.359301328659058
88,1,128,0.0,tanh,21,10,25,0.237460196018219,0.2627127766609192,0.05646145095427831,0.04381153732538223,0.056099786112705864,[[0.33933332]],[[0.26330734]],[[0.33715971]],38.33426785469055
89,1,128,0.0,tanh,21,20,25,0.23153601586818695,0.2550436556339264,0.04700647418697675,0.03487515325347582,0.04670355593164762,[[0.28250891]],[[0.20959967]],[[0.28068837]],23.50719451904297
90,1,128,0.0,tanh,21,30,25,0.2164301723241806,0.24053539335727692,0.044564466923475266,0.03077848193546136,0.044403959065675735,[[0.26783245]],[[0.18497868]],[[0.26686779]],20.01825189590454
91,1,128,0.5,relu,7,10,25,0.23440098762512207,0.2544191777706146,0.051618932435909905,0.04135655673841635,0.05176942919691404,[[0.31022978]],[[0.24855291]],[[0.31113427]],33.23910093307495
92,1,128,0.5,relu,7,20,25,0.1923459768295288,0.2142670601606369,0.043252602219581604,0.031079096098740894,0.04382986202836037,[[0.25994814]],[[0.18678537]],[[0.26341747]],24.748965740203857
93,1,128,0.5,relu,7,30,25,0.20102553069591522,0.2238183170557022,0.042616537461678185,0.030676980192462604,0.04320595785975456,[[0.25612539]],[[0.18436865]],[[0.25966781]],22.162822246551514
94,1,128,0.5,relu,14,10,25,0.23423339426517487,0.25588086247444153,0.051366625974575676,0.040937469651301704,0.05170420681436857,[[0.30871342]],[[0.24603419]],[[0.31074228]],38.31412434577942
95,1,128,0.5,relu,14,20,25,0.20617014169692993,0.22978191077709198,0.04667668417096138,0.034730722506841026,0.04721894611914953,[[0.28052687]],[[0.20873164]],[[0.28378587]],24.739174127578735
96,1,128,0.5,relu,14,30,25,0.18255269527435303,0.20595867931842804,0.040259564916292824,0.028321641807754833,0.04098258291681608,[[0.24195999]],[[0.17021307]],[[0.24630532]],22.637102127075195
97,1,128,0.5,relu,21,10,25,0.18507958948612213,0.2113868147134781,0.04804569110274315,0.035588556279738746,0.047397627184788384,[[0.2887546]],[[0.21388722]],[[0.28485974]],36.60427665710449
98,1,128,0.5,relu,21,20,25,0.22258777916431427,0.246032252907753,0.04818331450223923,0.034967467188835144,0.04783702145020167,[[0.28958172]],[[0.21015448]],[[0.2875005]],24.990896463394165
99,1,128,0.5,relu,21,30,25,0.19012099504470825,0.21624118089675903,0.04234376301368078,0.02892612541715304,0.0420845610400041,[[0.25448602]],[[0.17384601]],[[0.25292821]],20.00579071044922
100,1,128,0.5,tanh,7,10,25,0.1888643354177475,0.21045537292957306,0.04763574774066607,0.03656214910248915,0.04809368525942167,[[0.28629084]],[[0.21973852]],[[0.28904305]],31.0929274559021
101,1,128,0.5,tanh,7,20,25,0.22357942163944244,0.2454843968153,0.04699138676126798,0.03541990617911021,0.04739650090535482,[[0.28241823]],[[0.21287364]],[[0.28485297]],25.6718590259552
102,1,128,0.5,tanh,7,30,25,0.18953602015972137,0.21302425861358643,0.042352346082528435,0.03020568812886874,0.042991643150647484,[[0.2545376]],[[0.18153619]],[[0.25837978]],24.722105026245117
103,1,128,0.5,tanh,14,10,25,0.18973810970783234,0.21478502452373505,0.05041750520467758,0.03964384396870931,0.05098050211866697,[[0.30300921]],[[0.2382595]],[[0.30639282]],30.472413063049316
104,1,128,0.5,tanh,14,20,25,0.17411459982395172,0.20018863677978516,0.041236678759256996,0.03004501201212406,0.04183549806475639,[[0.24783244]],[[0.18057052]],[[0.25143134]],28.624327182769775
105,1,128,0.5,tanh,14,30,25,0.1758192777633667,0.20094943046569824,0.039030042787392936,0.026940004900097847,0.03977343191703161,[[0.23457056]],[[0.16190943]],[[0.23903833]],20.11859703063965
106,1,128,0.5,tanh,21,10,25,0.19488155841827393,0.22270481288433075,0.054191265255212784,0.0414652768522501,0.05368980144460996,[[0.3256895]],[[0.24920631]],[[0.32267571]],32.03865313529968
107,1,128,0.5,tanh,21,20,25,0.24605470895767212,0.27093610167503357,0.051399451990922294,0.038587834065159164,0.051063562432924904,[[0.30891071]],[[0.23191288]],[[0.30689201]],25.325799703598022
108,1,128,0.5,tanh,21,30,25,0.16798202693462372,0.1958601474761963,0.04044277407228947,0.026524002974232037,0.040199254949887596,[[0.24306107]],[[0.15940926]],[[0.24159752]],22.550191640853882
109,2,32,0.0,relu,7,10,25,0.1774582415819168,0.2021668553352356,0.051804633190234504,0.040346949671705566,0.05213820934295654,[[0.31134585]],[[0.24248517]],[[0.31335064]],44.459415912628174
110,2,32,0.0,relu,7,20,25,0.18981467187404633,0.21125870943069458,0.046208555499712624,0.035210014010469116,0.0465478760500749,[[0.27771342]],[[0.21161218]],[[0.27975274]],36.484100103378296
111,2,32,0.0,relu,7,30,25,0.19265957176685333,0.21480779349803925,0.045146425565083824,0.032776219149430595,0.04573827236890793,[[0.27133002]],[[0.19698508]],[[0.27488702]],30.18232822418213
112,2,32,0.0,relu,14,10,25,0.18265698850154877,0.20659498870372772,0.05282101035118103,0.04133812213937441,0.0531487874686718,[[0.31745427]],[[0.24844211]],[[0.31942421]],56.688825607299805
113,2,32,0.0,relu,14,20,25,0.18293718993663788,0.20607911050319672,0.04546106110016505,0.034400930628180504,0.04594141865770022,[[0.27322098]],[[0.20674959]],[[0.27610793]],35.70720815658569
114,2,32,0.0,relu,14,30,25,0.210735484957695,0.2331368774175644,0.047195962319771446,0.0351500374575456,0.04773312186201414,[[0.28364773]],[[0.21125173]],[[0.28687606]],29.27611541748047
115,2,32,0.0,relu,21,10,25,0.1884135752916336,0.21414946019649506,0.05537130559484164,0.04201499745249748,0.05477511137723923,[[0.33278155]],[[0.25251013]],[[0.32919842]],46.05500793457031
116,2,32,0.0,relu,21,20,25,0.208746075630188,0.23263227939605713,0.04860148082176844,0.03647160530090332,0.048078631361325584,[[0.2920949]],[[0.21919435]],[[0.28895257]],32.528377532958984
117,2,32,0.0,relu,21,30,25,0.21987442672252655,0.24250014126300812,0.05055359626809756,0.03724644581476847,0.05023128787676493,[[0.30382711]],[[0.22385114]],[[0.30189004]],29.63464331626892
118,2,32,0.0,tanh,7,10,25,0.15454812347888947,0.18011869490146637,0.04911357288559278,0.03732788128157457,0.04947539915641149,[[0.29517257]],[[0.22434057]],[[0.29734715]],52.31815981864929
119,2,32,0.0,tanh,7,20,25,0.22172720730304718,0.2430022805929184,0.04933815822005272,0.03724736409882704,0.049898737420638405,[[0.29652233]],[[0.22385666]],[[0.29989141]],34.49450469017029
120,2,32,0.0,tanh,7,30,25,0.1976323276758194,0.21979637444019318,0.04563829178611437,0.033325559770067535,0.04621787741780281,[[0.27428613]],[[0.20028661]],[[0.27776944]],28.87315320968628
121,2,32,0.0,tanh,14,10,25,0.16207677125930786,0.18792439997196198,0.049837411691745125,0.03819399264951547,0.05027094855904579,[[0.29952284]],[[0.2295459]],[[0.3021284]],49.207852602005005
122,2,32,0.0,tanh,14,20,25,0.1892135590314865,0.21165519952774048,0.04458272332946459,0.033540754268566765,0.045114743212858834,[[0.26794217]],[[0.20157993]],[[0.27113961]],34.912787437438965
123,2,32,0.0,tanh,14,30,25,0.20777292549610138,0.2307666540145874,0.04655419662594795,0.03440634533762932,0.047123681753873825,[[0.27979072]],[[0.20678214]],[[0.28321333]],29.379828214645386
124,2,32,0.0,tanh,21,10,25,0.17903710901737213,0.205729678273201,0.054007393618424736,0.04058048749963442,0.05337284257014593,[[0.32458444]],[[0.24388873]],[[0.32077078]],44.80884265899658
125,2,32,0.0,tanh,21,20,25,0.2370065599679947,0.2607893943786621,0.05176078652342161,0.04006615032752355,0.05126967405279478,[[0.31108233]],[[0.24079756]],[[0.30813074]],35.90471863746643
126,2,32,0.0,tanh,21,30,25,0.20959602296352386,0.23347564041614532,0.0480118157962958,0.03447238107522329,0.047740684201320015,[[0.28855101]],[[0.20717901]],[[0.28692151]],28.872806310653687
127,2,32,0.5,relu,7,10,25,0.16947077214717865,0.19532030820846558,0.05107110242048899,0.039585597813129425,0.0511844332019488,[[0.30693733]],[[0.23790944]],[[0.30761844]],52.565505027770996
128,2,32,0.5,relu,7,20,25,0.21342627704143524,0.23502059280872345,0.048635038236776985,0.036358303700884186,0.04914993792772293,[[0.29229658]],[[0.21851341]],[[0.29539113]],34.05536198616028
129,2,32,0.5,relu,7,30,25,0.20805950462818146,0.23299837112426758,0.04877468074361483,0.036916978657245636,0.04925425350666046,[[0.29313583]],[[0.22187104]],[[0.29601806]],31.995064735412598
130,2,32,0.5,relu,14,10,25,0.1819360852241516,0.20609575510025024,0.051827323933442436,0.04010770842432976,0.05202315623561541,[[0.31148222]],[[0.24104733]],[[0.31265917]],43.254602670669556
131,2,32,0.5,relu,14,20,25,0.19602948427200317,0.218486949801445,0.04585190614064535,0.03400190236667792,0.04639049246907234,[[0.27556996]],[[0.20435143]],[[0.27880686]],36.24742889404297
132,2,32,0.5,relu,14,30,25,0.2080966979265213,0.23090310394763947,0.048636006812254585,0.037518645326296486,0.049133421232302986,[[0.2923024]],[[0.22548706]],[[0.29529186]],28.216612815856934
133,2,32,0.5,relu,21,10,25,0.1827487200498581,0.2097158581018448,0.0536835603415966,0.04139730210105578,0.05277362714211146,[[0.3226382]],[[0.24879779]],[[0.3171695]],45.457298040390015
134,2,32,0.5,relu,21,20,25,0.21212635934352875,0.2345706969499588,0.0481384185453256,0.03473811782896519,0.04766203587253889,[[0.2893119]],[[0.20877609]],[[0.28644884]],36.18981385231018
135,2,32,0.5,relu,21,30,25,0.2106226235628128,0.2373308539390564,0.04923431326945623,0.03627416118979454,0.048727914690971375,[[0.29589822]],[[0.21800771]],[[0.29285477]],28.93417739868164
136,2,32,0.5,tanh,7,10,25,0.19751882553100586,0.22120721638202667,0.04913341626524925,0.03780436453719934,0.04938323299090067,[[0.29529183]],[[0.22720423]],[[0.29679323]],46.0684757232666
137,2,32,0.5,tanh,7,20,25,0.2079765796661377,0.22986502945423126,0.04800885667403539,0.03565491735935211,0.04854953785737356,[[0.28853323]],[[0.21428605]],[[0.29178272]],32.28013730049133
138,2,32,0.5,tanh,7,30,25,0.16399884223937988,0.18857498466968536,0.04366324717799822,0.03182159550487995,0.0441237377623717,[[0.26241612]],[[0.19124779]],[[0.26518366]],29.479947090148926
