indicator_name,indicator_type,units,sub_type,input,value,date,city_name
ph,Controlo Analitico,Escala de Sorensen,Efluente Tratado,Saida,6.83,2020-02-19,Vila Real
ph,Controlo Analitico,Escala de Sorensen,Efluente Tratado,Saida,6.83,2020-02-21,Vila Real
ph,Controlo Analitico,Escala de Sorensen,Efluente Tratado,Saida,6.72,2020-02-24,Vila Real
ph,Controlo Analitico,Escala de Sorensen,Efluente Tratado,Saida,6.71,2020-02-28,Vila Real
ph,Controlo Analitico,Escala de Sorensen,Efluente Tratado,Saida,6.74,2020-03-02,Vila Real
ph,Controlo Analitico,Escala de Sorensen,Efluente Tratado,Saida,6.72,2020-03-06,Vila Real
ph,Controlo Analitico,Escala de Sorensen,Efluente Tratado,Saida,6.96,2020-03-13,Vila Real
ph,Controlo Analitico,Escala de Sorensen,Efluente Tratado,Saida,5.84,2020-03-16,Vila Real
ph,Controlo Analitico,Escala de Sorensen,Efluente Tratado,Saida,6.97,2020-03-20,Vila Real
ph,Controlo Analitico,Escala de Sorensen,Efluente Tratado,Saida,7.1,2020-04-08,Vila Real
ph,Controlo Analitico,Escala de Sorensen,Efluente Tratado,Saida,7.09,2020-04-22,Vila Real
ph,Controlo Analitico,Escala de Sorensen,Efluente Tratado,Saida,6.92,2020-04-29,Vila Real
ph,Controlo Analitico,Escala de Sorensen,Efluente Tratado,Saida,7.05,2020-05-20,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.0,2018-08-01,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,19.0,2018-08-08,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.0,2018-08-13,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,33.0,2018-08-24,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,24.0,2018-08-31,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.0,2018-09-07,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.0,2018-09-14,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.0,2018-09-21,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2018-09-28,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.0,2018-10-10,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2018-10-12,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2018-10-24,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2018-10-26,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.0,2018-11-02,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.0,2018-11-09,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2018-11-16,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2018-11-23,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2018-11-30,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.0,2018-12-03,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2018-12-07,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.0,2018-12-14,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.0,2018-12-20,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2018-12-26,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2019-01-02,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.0,2019-01-11,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-01-18,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-01-25,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-02-01,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.0,2019-02-08,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2019-02-15,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-02-22,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-03-01,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-03-08,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.0,2019-03-15,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.0,2019-03-22,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-03-29,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-04-05,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2019-04-12,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-04-18,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-04-26,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2019-05-06,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,17.0,2019-05-10,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-05-17,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-05-24,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-05-31,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.0,2019-06-07,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-06-14,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.0,2019-06-21,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-06-28,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-07-05,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-07-12,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.0,2019-07-19,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-07-29,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.0,2019-08-02,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.0,2019-08-09,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-08-16,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-08-23,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.0,2019-08-30,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,20.0,2019-08-30,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-09-06,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-09-13,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.0,2019-09-20,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-09-27,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,8.0,2019-10-04,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-10-11,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2019-10-18,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2019-10-25,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.0,2019-10-31,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2019-11-08,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2019-11-15,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.0,2019-11-22,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2019-11-29,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.0,2019-12-06,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.0,2019-12-13,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-12-20,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.0,2019-12-27,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.0,2020-01-03,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2020-01-10,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.0,2020-01-17,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.0,2020-01-24,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2020-01-31,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.0,2020-02-07,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.0,2020-02-14,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.0,2020-02-21,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2020-02-28,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.0,2020-03-06,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2020-03-13,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2020-03-20,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-03-27,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2020-04-01,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2020-04-08,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.0,2020-04-15,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-04-24,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.0,2020-04-30,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-08,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2020-05-14,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-05-22,Vila Real
sst,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.0,2020-05-27,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.5,2018-08-06,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.0,2018-08-08,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-08-13,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2018-08-14,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.6,2018-08-21,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.4,2018-08-22,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.0,2018-08-28,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.8,2018-08-29,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,33.4,2018-08-31,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,31.6,2018-09-04,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,28.6,2018-09-05,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,28.2,2018-09-06,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,28.6,2018-09-06,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,47.6,2018-09-11,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,39.8,2018-09-11,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,34.4,2018-09-12,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,34.6,2018-09-17,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,44.0,2018-09-19,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,23.6,2018-09-21,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,33.0,2018-09-25,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,28.0,2018-09-26,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,36.6,2018-10-02,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,34.4,2018-10-03,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,32.0,2018-10-08,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,31.8,2018-10-09,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,28.8,2018-10-10,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,30.8,2018-10-12,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,24.0,2018-10-16,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,26.0,2018-10-17,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,24.8,2018-10-18,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,36.0,2018-10-18,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.6,2018-10-22,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.7,2018-10-23,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.1,2018-10-24,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,8.9,2018-10-30,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.2,2018-10-31,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.8,2018-11-02,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.1,2018-11-06,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.7,2018-11-07,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2018-11-13,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.9,2018-11-14,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.6,2018-11-20,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.8,2018-11-21,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.1,2018-11-27,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.1,2018-11-28,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.3,2018-12-04,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.4,2018-12-05,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.3,2018-12-11,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.1,2018-12-13,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.19,2018-12-18,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.74,2018-12-19,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2018-12-25,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.18,2018-12-26,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.8,2019-01-02,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.0,2019-01-07,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.78,2019-01-09,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.1,2019-01-14,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.5,2019-01-16,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.47,2019-01-21,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.75,2019-01-23,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.015,2019-01-28,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.43,2019-01-30,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.8,2019-02-04,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,22.7,2019-02-06,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,21.8,2019-02-07,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.1,2019-02-11,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,16.6,2019-02-13,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.43,2019-02-18,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,16.1,2019-02-20,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.2,2019-02-21,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.5,2019-02-25,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.3,2019-02-27,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.0,2019-02-28,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.67,2019-03-04,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.94,2019-03-06,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.7,2019-03-11,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.9,2019-03-13,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.95,2019-03-18,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.0,2019-03-20,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.43,2019-03-25,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.1,2019-03-27,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,11.7,2019-04-01,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.2,2019-04-02,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.0,2019-04-03,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.1,2019-04-03,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.26,2019-04-04,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.03,2019-04-05,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.61,2019-04-08,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.56,2019-04-10,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,16.8,2019-04-11,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.27,2019-04-15,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,30.4,2019-04-17,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,20.7,2019-04-22,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,29.4,2019-04-24,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,26.2,2019-04-29,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,28.3,2019-05-01,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,33.8,2019-05-06,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,40.0,2019-05-08,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,38.8,2019-05-13,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,45.8,2019-05-15,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.6,2019-05-20,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.5,2019-05-22,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.0,2019-05-23,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,8.72,2019-05-24,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,16.8,2019-05-27,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.71,2019-05-27,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.28,2019-05-28,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.929,2019-05-29,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.5,2019-06-03,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,20.2,2019-06-05,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.82,2019-06-10,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.015,2019-06-12,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,29.0,2019-06-17,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.79,2019-06-19,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.07,2019-06-24,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.89,2019-06-26,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.38,2019-07-01,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.0,2019-07-03,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,34.9,2019-07-08,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,35.6,2019-07-10,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.4,2019-07-15,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.4,2019-07-17,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.22,2019-07-19,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,13.6,2019-07-22,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,21.3,2019-07-24,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,34.8,2019-07-29,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,28.4,2019-07-31,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.78,2019-08-05,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,8.29,2019-08-07,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.93,2019-08-12,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.6,2019-08-14,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.51,2019-08-16,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.64,2019-08-19,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,12.1,2019-08-21,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,18.7,2019-08-28,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.66,2019-08-29,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,20.2,2019-09-02,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.43,2019-09-04,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.586,2019-09-09,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.31,2019-09-11,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.68,2019-09-16,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.84,2019-09-18,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.22,2019-09-23,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.59,2019-09-25,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.38,2019-09-30,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.05,2019-10-02,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.0,2019-10-07,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.015,2019-10-09,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.72,2019-10-14,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.84,2019-10-16,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.1,2019-10-21,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.62,2019-10-23,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.77,2019-10-28,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,15.7,2019-10-30,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,14.6,2019-11-04,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.0,2019-11-06,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.42,2019-11-11,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.1,2019-11-13,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.62,2019-11-18,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.95,2019-11-20,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.33,2019-11-25,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.06,2019-11-27,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.3,2019-12-02,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.85,2019-12-04,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.05,2019-12-09,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.49,2019-12-11,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.979,2019-12-16,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.25,2019-12-18,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.55,2019-12-23,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.63,2019-12-25,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.36,2019-12-30,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,8.63,2020-01-02,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.47,2020-01-06,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,9.33,2020-01-08,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,10.1,2020-01-13,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.87,2020-01-15,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.7,2020-01-20,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.8,2020-01-22,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.51,2020-01-27,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.99,2020-01-29,Vila Real
amonia,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.26,2020-02-03,Vila Real
