indicator_name,indicator_type,units,sub_type,input,value,date,city_name
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.835,2019-02-07,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2019-02-11,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.015,2019-02-18,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.041,2019-02-25,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.131,2019-03-04,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.211,2019-03-11,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.441,2019-03-18,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.219,2019-03-25,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.336,2019-04-01,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.13,2019-04-08,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.45,2019-04-15,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.587,2019-04-22,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.345,2019-04-29,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.368,2019-05-06,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.401,2019-05-13,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,6.29,2019-05-20,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.125,2019-05-22,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.107,2019-05-23,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.276,2019-05-27,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.193,2019-05-27,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.962,2019-05-29,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.57,2019-06-03,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.2,2019-06-10,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.32,2019-06-17,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.98,2019-06-24,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.14,2019-07-01,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.99,2019-07-08,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.877,2019-07-15,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.442,2019-07-22,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.696,2019-07-29,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.536,2019-08-05,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.16,2019-08-12,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.02,2019-08-19,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.573,2019-08-29,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.12,2019-09-02,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.615,2019-09-04,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.3,2019-09-09,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.5,2019-09-16,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.818,2019-09-18,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.49,2019-09-23,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.598,2019-09-30,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.19,2019-10-07,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.23,2019-10-14,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.9,2019-10-16,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.91,2019-10-17,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.79,2019-10-21,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.346,2019-10-28,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.65,2019-11-04,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.38,2019-11-11,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.057,2019-11-18,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.145,2019-11-25,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.125,2019-12-02,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.152,2019-12-09,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.401,2019-12-16,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.89,2019-12-23,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.213,2019-12-30,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.251,2020-01-06,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.159,2020-01-13,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.951,2020-01-20,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.932,2020-01-27,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.407,2020-02-03,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.922,2020-02-10,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.42,2020-02-17,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.55,2020-02-24,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.93,2020-02-26,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,5.97,2020-03-02,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.18,2020-03-09,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.748,2020-03-16,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.88,2020-03-26,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.05,2020-04-01,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.73,2020-04-07,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.34,2020-04-08,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.41,2020-04-15,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.0,2020-04-20,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,7.24,2020-04-22,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,4.47,2020-04-29,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,1.32,2020-05-06,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,2.27,2020-05-13,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,0.958,2020-05-20,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.2,2020-05-27,Vila Real
ortofosfatos,Controlo Analitico,mg/l,Efluente Tratado,Saida,3.08,2020-05-28,Vila Real
